BPM Serial No.	16elec																																																																																																
BPM Size	110																																																																																																
"Experi,menter"	Tajima      Toyama      Hanamura      Kawachi      																																																																																																
Meas. Start Time	2019/08/2917:38																																																																																																
Meas. Finish Time	2019/08/2918:26																																																																																																
Linear Scale Origin X(mm)	-99.334																																																																																																
Linear Scale Origin Y(mm)	88.445																																																																																																
note																																																																																																	
																																																																																																	
																																																																																																	
Data Point Number	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97
R(beam)[mm]	20.001	10.004	0.003	-9.998	-19.999	30.003	20.004	10.004	0.003	-9.998	-19.999	-30	40.004	30.005	20.004	10.004	0.003	-9.998	-19.999	-30	-40.001	50.005	40.007	30.005	20.005	10.004	0.003	-9.998	-19.999	-30	-40.001	-50.002	50.005	40.007	30.005	20.004	10.004	0.003	-9.998	-19.999	-30	-40.001	-50.002	50.005	40.007	30.005	20.004	10.004	0.003	-9.998	-19.999	-30	-40.001	-50.002	50.005	40.007	30.005	20.005	10.004	0.003	-9.998	-19.999	-30	-40.001	-50.002	50.005	40.006	30.005	20.004	10.004	0.003	-9.998	-19.999	-30	-40.001	-50.002	40.004	30.005	20.004	10.004	0.003	-9.998	-19.999	-30	-40.001	30.003	20.004	10.004	0.003	-9.998	-19.999	-30	20.001	10.004	0.003	-9.998	-19.999
Y(beam)[mm]	-49.997	-49.997	-49.997	-49.997	-49.997	-40.001	-40.001	-40.001	-40.001	-40.001	-40.001	-40.001	-30.001	-30.001	-30.001	-30.001	-30.001	-30.001	-30.001	-30.001	-30.001	-20.002	-20.002	-20.001	-20.001	-20.002	-20.002	-20.002	-20.002	-20.002	-20.002	-20.002	-10.002	-10.002	-10.002	-10.002	-10.002	-10.002	-10.002	-10.002	-10.002	-10.002	-10.002	-0.002	-0.002	-0.002	-0.002	-0.002	-0.002	-0.002	-0.002	-0.002	-0.002	-0.002	9.997	9.997	9.997	9.997	9.997	9.997	9.997	9.997	9.997	9.997	9.997	19.998	19.998	19.998	19.998	19.998	19.998	19.998	19.998	19.998	19.998	19.998	29.997	29.997	29.997	29.997	29.997	29.997	29.997	29.997	29.997	39.997	39.997	39.997	39.997	39.997	39.997	39.997	49.997	49.997	49.997	49.997	49.997
S32-5.1MHz(dB)	-22.74001636	-25.84378224	-28.73878302	-31.5572051	-34.44571127	-19.65946901	-22.5067463	-25.24643796	-27.88662637	-30.49722167	-33.16155697	-36.00384682	-19.63891535	-21.26132685	-23.33385897	-25.57976112	-27.87263069	-30.22795651	-32.67202435	-35.28197397	-38.16994236	-22.68577585	-22.47330005	-23.32040435	-24.765925	-26.51743118	-28.45788119	-30.51756332	-32.7480969	-35.13117	-37.81009044	-40.94567572	-25.79699699	-25.20719533	-25.55946746	-26.51801475	-27.86209531	-29.4596428	-31.25623547	-33.26817242	-35.48446456	-37.98291789	-40.92483131	-28.68360003	-27.83224836	-27.84527535	-28.44755483	-29.46558606	-30.79302645	-32.36017737	-34.14499016	-36.20219625	-38.55173995	-41.34264013	-31.50423119	-30.45691817	-30.1882727	-30.51514573	-31.26276025	-32.35753639	-33.72765466	-35.35050258	-37.26256911	-39.51262254	-42.22430336	-34.38956308	-33.10428138	-32.63539683	-32.73305148	-33.25991381	-34.15285835	-35.35370314	-36.85404872	-38.65737126	-40.85868858	-43.5783863	-35.96463504	-35.24746486	-35.12885299	-35.456422	-36.1764053	-37.2376793	-38.64823291	-40.39913273	-42.61226562	-38.14428928	-37.8054127	-37.97305655	-38.55454275	-39.49583169	-40.84480939	-42.61517829	-40.9386018	-40.90156525	-41.35478047	-42.24782128	-43.57226138
S42-5.1MHz(dB)	-43.7750983	-42.43310501	-41.55711995	-41.11457854	-41.15424368	-42.7950366	-41.04244222	-39.70827481	-38.74781598	-38.17602269	-38.00616629	-38.3610336	-42.79764074	-40.59393417	-38.83870953	-37.45809554	-36.39093019	-35.67226529	-35.33729752	-35.46302727	-36.17389438	-43.75457867	-41.03244852	-38.83503705	-37.03519	-35.5419793	-34.34376307	-33.44343146	-32.93031112	-32.83066049	-33.31879945	-34.59819941	-42.42366306	-39.69554907	-37.45515996	-35.55035887	-33.91673257	-32.53777598	-31.44065598	-30.71144881	-30.40312442	-30.67077481	-31.72687611	-41.53375495	-38.72363629	-36.38213975	-34.34182613	-32.55006949	-30.98212713	-29.65815154	-28.63184128	-28.04946663	-28.0396818	-28.88420215	-41.0834664	-38.15597028	-35.65012632	-33.45214563	-31.45486881	-29.65497957	-28.04989988	-26.70077165	-25.74732735	-25.41086055	-25.98541574	-41.12056604	-37.97327169	-35.31620192	-32.92895098	-30.71351267	-28.64415157	-26.7075106	-24.95489241	-23.52025181	-22.67722045	-22.8780959	-38.33825601	-35.44783026	-32.84560597	-30.39199179	-28.03670856	-25.73280211	-23.50987673	-21.43571113	-19.82517501	-36.1713148	-33.33439426	-30.67314364	-28.05899826	-25.40011929	-22.67570588	-19.83424253	-34.60755937	-31.72692618	-28.91223269	-26.02229217	-22.8908955
S12-5.1MHz(dB)	-40.87064419	-40.82836253	-41.28667787	-42.17376156	-43.51516365	-38.08813515	-37.74612021	-37.90787468	-38.48182958	-39.44335571	-40.76922977	-42.53009982	-35.91500559	-35.19084763	-35.05793584	-35.40554835	-36.11955993	-37.18862564	-38.58127963	-40.34015826	-42.51918367	-34.34253569	-33.06959878	-32.57588602	-32.66493998	-33.18778917	-34.07454994	-35.2521413	-36.76557414	-38.55503619	-40.751132	-43.49843523	-31.45434222	-30.39926187	-30.13979646	-30.45557645	-31.20082233	-32.27094704	-33.62023987	-35.26984747	-37.18535733	-39.43424416	-42.16828078	-28.6322831	-27.77429728	-27.78023013	-28.37650188	-29.3915031	-30.71514681	-32.28231933	-34.06551509	-36.12064814	-38.46521196	-41.26048154	-25.74476506	-25.14666131	-25.47539819	-26.43721698	-27.77585126	-29.38940944	-31.19833225	-33.18585138	-35.39824634	-37.89816639	-40.81034672	-22.63361616	-22.38980958	-23.24718624	-24.68676974	-26.43528516	-28.37608377	-30.4522872	-32.66590691	-35.06512201	-37.74314558	-40.85399378	-19.56670095	-21.18227092	-23.25529453	-25.47523171	-27.76649704	-30.1123404	-32.57234501	-35.17973105	-38.0857535	-19.56948507	-22.41218017	-25.15099965	-27.79199871	-30.38330597	-33.06530412	-35.91513928	-22.63444124	-25.74835447	-28.64109846	-31.46104534	-34.32615119
S52-5.1MHz(dB)	-34.41223369	-31.52235643	-28.70804386	-25.81577816	-22.70212051	-35.97970782	-33.14257463	-30.47628853	-27.86286142	-25.22067516	-22.47774122	-19.63874289	-38.16179864	-35.25876171	-32.64663267	-30.21272652	-27.85663012	-25.56387332	-23.33166643	-21.26369238	-19.65110747	-40.93665944	-37.80768803	-35.12576476	-32.73757456	-30.51999176	-28.44732866	-26.49763528	-24.76523406	-23.32476797	-22.49028523	-22.73161636	-40.89793536	-37.96582822	-35.47632274	-33.2689768	-31.27655416	-29.45667107	-27.8391217	-26.5167669	-25.57840245	-25.24782051	-25.85849377	-41.33823568	-38.53187314	-36.18776678	-34.15107357	-32.3603867	-30.79401323	-29.47447883	-28.45118076	-27.87607067	-27.87348168	-28.72686986	-42.22889462	-39.50656158	-37.2412869	-35.34732751	-33.71838237	-32.36248367	-31.2832643	-30.53673416	-30.22613737	-30.50045879	-31.53869462	-43.5661209	-40.81522837	-38.64113677	-36.84530231	-35.34945232	-34.15885466	-33.27909842	-32.75758011	-32.67718402	-33.17286974	-34.43180457	-42.59268786	-40.4041183	-38.65844545	-37.25176968	-36.18980589	-35.4656139	-35.14510599	-35.27493442	-36.00887367	-42.6018738	-40.84604446	-39.51837748	-38.56326558	-37.97060619	-37.82690108	-38.18848918	-43.58432685	-42.24821984	-41.37090429	-40.92577959	-40.95014883
S22-5.1MHz(dB)	-22.42349608	-22.42236367	-22.42356491	-22.42447623	-22.42355288	-22.42371402	-22.42626825	-22.42746524	-22.42760424	-22.42822384	-22.42613343	-22.42395642	-22.42382348	-22.42756112	-22.42703675	-22.42907381	-22.42749322	-22.42898978	-22.42886893	-22.4278885	-22.41375859	-22.42162227	-22.42708093	-22.42732273	-22.42983436	-22.42809543	-22.42769376	-22.42225534	-22.42841324	-22.41433633	-22.41363642	-22.4111314	-22.42287758	-22.42668415	-22.429743	-22.43067036	-22.43167391	-22.42185204	-22.4220149	-22.42920166	-22.43053758	-22.42713779	-22.42630422	-22.42515207	-22.41731312	-22.42896103	-22.43127761	-22.43307025	-22.43218429	-22.43379448	-22.42265242	-22.42988253	-22.41909292	-22.41665948	-22.42547897	-22.42891284	-22.42172304	-22.43175918	-22.43188827	-22.43290355	-22.43306322	-22.43122451	-22.42792253	-22.42734652	-22.41493137	-22.42371089	-22.41547294	-22.427344	-22.43004791	-22.43009465	-22.43115133	-22.43381106	-22.43248925	-22.43003427	-22.42750438	-22.41479013	-22.42510261	-22.42967084	-22.43072567	-22.4213665	-22.42030534	-22.42030791	-22.42731566	-22.42580796	-22.42447546	-22.42411119	-22.42689739	-22.42791544	-22.43058071	-22.41890913	-22.42688134	-22.42704606	-22.42370286	-22.42535109	-22.42613755	-22.4256836	-22.41201124
S12-S52	-0.009981555	-0.017448478	-0.028071079	-0.043407105	-0.066592783	-0.003423844	-0.00906008	-0.017211945	-0.028534352	-0.044161594	-0.066029364	-0.096773829	0.003647865	0.00013549	-0.005652193	-0.013886117	-0.02484102	-0.03887755	-0.056367958	-0.076844082	-0.096616139	0.010203347	0.009337445	0.005980291	0.000193762	-0.007876799	-0.018030236	-0.030054008	-0.043262979	-0.05638647	-0.065901776	-0.066331549	0.017729626	0.017563204	0.014284027	0.008302335	0.000239073	-0.009316653	-0.019710621	-0.029985055	-0.03878427	-0.043979335	-0.04315105	0.02844357	0.029017266	0.025320862	0.018513344	0.009819598	0.000263239	-0.009279563	-0.017992883	-0.024752494	-0.028462124	-0.027965587	0.043876623	0.044708052	0.039500641	0.030572633	0.020241309	0.009833591	0.000268052	-0.007814554	-0.013824236	-0.01711453	-0.017379731	0.067211921	0.066842674	0.057114814	0.043919849	0.030587413	0.018532738	0.008338977	0.000244255	-0.005584932	-0.008978962	-0.009921372	0.097695717	0.077728917	0.05707389	0.039518231	0.02538911	0.014361779	0.006028862	0.000189878	-0.003367173	0.097669872	0.066679567	0.044694831	0.028976803	0.017625686	0.009376867	0.003685532	0.067218795	0.043872493	0.028438202	0.017737855	0.010253495
S12+S52	0.028074022	0.035629231	0.045317386	0.058979016	0.079936346	0.02834816	0.034985392	0.042658925	0.052354174	0.065485276	0.084334312	0.11171983	0.028361696	0.034657169	0.040981344	0.047829301	0.056105557	0.066521411	0.079916608	0.096075977	0.111580935	0.028158827	0.035079641	0.041034628	0.04634159	0.051693586	0.057594446	0.06460201	0.07228658	0.080006377	0.084244904	0.079700836	0.035765336	0.042840964	0.047951758	0.051711472	0.054840286	0.05801146	0.061399287	0.064462702	0.066438535	0.065325398	0.05873279	0.045587809	0.052700245	0.056340852	0.05773052	0.05801556	0.057983639	0.057910656	0.057598268	0.056013114	0.052327561	0.045263986	0.059350006	0.065877128	0.066977409	0.0647441	0.061461583	0.05801792	0.0548271	0.051641118	0.047795967	0.042589969	0.035598233	0.080477431	0.08505094	0.080501741	0.07267826	0.064750521	0.057714797	0.05169756	0.046285916	0.040884867	0.034913153	0.028048555	0.112534408	0.096819715	0.08041426	0.066961859	0.056401819	0.048071045	0.041005228	0.034647339	0.028298324	0.112492878	0.084823347	0.065835129	0.052574342	0.042889545	0.035062185	0.028323537	0.080456529	0.059311487	0.045518081	0.03571584	0.028181111
(S12-S52)/(S12+S52)	-0.355544178	-0.489723679	-0.619432888	-0.735975398	-0.833072642	-0.120778358	-0.258967517	-0.403478158	-0.545025348	-0.674374396	-0.782947796	-0.866218907	0.128619432	0.003909429	-0.137921127	-0.290326567	-0.442755077	-0.584436631	-0.705334716	-0.799826183	-0.865883931	0.362349855	0.266178457	0.145737671	0.004181158	-0.152374775	-0.313055117	-0.465217853	-0.598492547	-0.704774695	-0.782264243	-0.832256632	0.495720955	0.409962854	0.297883271	0.160551116	0.004359447	-0.160600221	-0.321023612	-0.465153554	-0.58376166	-0.673234858	-0.734701177	0.623929307	0.550609692	0.449422769	0.320685562	0.169257997	0.004539885	-0.160239299	-0.312385832	-0.441905331	-0.543922228	-0.617833055	0.739285911	0.678658175	0.589760656	0.472207245	0.329332699	0.169492309	0.004889043	-0.151324252	-0.289234362	-0.401844151	-0.488218929	0.835164844	0.785913413	0.709485453	0.604305186	0.472388674	0.321108943	0.161303115	0.005277085	-0.13660146	-0.257179911	-0.353721341	0.86814085	0.802821172	0.709748379	0.590160313	0.450147012	0.298761522	0.147026653	0.005480292	-0.118988438	0.868231599	0.786099221	0.678890298	0.551158638	0.410955308	0.267435339	0.13012258	0.835467249	0.739696389	0.62476716	0.496638322	0.363842814
