# Version 1.00
#
freq[Hz],re:Trc1_S11,im:Trc1_S11,re:Trc2_S12,im:Trc2_S12,re:Trc6_S21,im:Trc6_S21,re:Trc7_S22,im:Trc7_S22,re:Mem8[Trc1]_S11,im:Mem8[Trc1]_S11,
2.644057057057057E+008,6.462656044909113E-001,-5.868559848386316E-001,-9.672139247934944E-002,7.665115043335945E-002,-9.665345742940282E-002,7.691513709538336E-002,6.547124993634061E-001,-5.766835008838998E-001,6.462831140268203E-001,-5.869036577357338E-001,
2.649059059059059E+008,6.450367061576945E-001,-5.881291890259611E-001,-9.517694090404759E-002,7.848248272490747E-002,-9.511118239364422E-002,7.875252107487443E-002,6.536154173615988E-001,-5.779957774488920E-001,6.450594235491459E-001,-5.881763480721458E-001,
2.654061061061061E+008,6.437763060155330E-001,-5.893826975646156E-001,-9.359685037860546E-002,8.028390319211722E-002,-9.353493135645767E-002,8.055832862984654E-002,6.524895364163879E-001,-5.792886539031217E-001,6.438012315162501E-001,-5.894266222970137E-001,
2.659063063063063E+008,6.425176973116142E-001,-5.906108866017626E-001,-9.198854789291545E-002,8.205196164663257E-002,-9.192169936070330E-002,8.232765730526033E-002,6.513628187290829E-001,-5.805681482347296E-001,6.425442525479230E-001,-5.906569791273740E-001,
2.664065065065065E+008,6.412263720010858E-001,-5.918191315125616E-001,-9.033907777247167E-002,8.378121269091295E-002,-9.027470178792398E-002,8.406250196790194E-002,6.502086134594041E-001,-5.818026497629703E-001,6.412570960708268E-001,-5.918617062406822E-001,
2.669067067067067E+008,6.399441311599474E-001,-5.929827738727325E-001,-8.866181638365606E-002,8.547928865750260E-002,-8.859505893340511E-002,8.575826058715490E-002,6.490510236711582E-001,-5.830386797103268E-001,6.399801880773299E-001,-5.930298375260290E-001,
2.674069069069069E+008,6.386405450446778E-001,-5.941409466732114E-001,-8.694734626216256E-002,8.714443489798396E-002,-8.687957355584097E-002,8.741642562199031E-002,6.478530365856634E-001,-5.842465934145840E-001,6.386788419637434E-001,-5.941832717573098E-001,
2.679071071071071E+008,6.373150089129376E-001,-5.952673403729825E-001,-8.520801519099111E-002,8.877651877710896E-002,-8.513315464066552E-002,8.904214639185394E-002,6.466705717886505E-001,-5.854444390765886E-001,6.373519110158418E-001,-5.953106927412968E-001,
2.684073073073073E+008,6.360000612303252E-001,-5.963744855535174E-001,-8.343467583490678E-002,9.036727492053136E-002,-8.335613409021224E-002,9.062804584486570E-002,6.454534798947552E-001,-5.866346207796435E-001,6.360417515847429E-001,-5.964182007441996E-001,
2.689075075075075E+008,6.346635808215480E-001,-5.974404239289285E-001,-8.162903582882361E-002,9.192310521897844E-002,-8.154852410915298E-002,9.217222204904238E-002,6.442337856390746E-001,-5.877867072544942E-001,6.347104982054072E-001,-5.974846639702948E-001,
2.694077077077077E+008,6.333187404328227E-001,-5.984860570650332E-001,-7.979871881955042E-002,9.344478855425471E-002,-7.971515746149024E-002,9.368008110560742E-002,6.429875070178668E-001,-5.889257484770383E-001,6.333669505537036E-001,-5.985332617751337E-001,
2.699079079079079E+008,6.319652684187787E-001,-5.995292721347937E-001,-7.793993294111666E-002,9.492488572287676E-002,-7.785292496677571E-002,9.514833550861794E-002,6.417437633043193E-001,-5.900428315004832E-001,6.320142362742999E-001,-5.995745968324652E-001,
2.704081081081081E+008,6.305970889753788E-001,-6.005235258257046E-001,-7.605466596204502E-002,9.636865347866257E-002,-7.596099145485835E-002,9.657563839257530E-002,6.404847003583514E-001,-5.911424527357856E-001,6.306439244144982E-001,-6.005738295408654E-001,
2.709083083083083E+008,6.292229485752012E-001,-6.014947908738879E-001,-7.414021275561054E-002,9.777646503152793E-002,-7.404223488282254E-002,9.796233132565335E-002,6.392052377987351E-001,-5.922366243313940E-001,6.292731045425712E-001,-6.015382797526220E-001,
2.714085085085085E+008,6.278389108519117E-001,-6.024474468200202E-001,-7.219806502528756E-002,9.914160176783277E-002,-7.210229902992232E-002,9.930957017759688E-002,6.379026311236573E-001,-5.932908812854114E-001,6.278892265813947E-001,-6.024949741995811E-001,
2.719087087087087E+008,6.264455654798533E-001,-6.033709448412600E-001,-7.023075089305132E-002,1.004717568992959E-001,-7.013329010475453E-002,1.006152312680490E-001,6.366002458080170E-001,-5.943346343651647E-001,6.265006317375784E-001,-6.034227884560621E-001,
2.724089089089089E+008,6.250389586232361E-001,-6.042691498832901E-001,-6.823775317753572E-002,1.017603583086589E-001,-6.813603499991167E-002,1.018805539440936E-001,6.352662804858977E-001,-5.953652043237369E-001,6.250920630338128E-001,-6.043222064842132E-001,
2.729091091091091E+008,6.236270621715231E-001,-6.051381188396403E-001,-6.622343342279684E-002,1.030085073397299E-001,-6.612479960406135E-002,1.031034912288576E-001,6.339233649058260E-001,-5.963711418096888E-001,6.236793121408051E-001,-6.051900482296120E-001,
2.734093093093093E+008,6.221991564282062E-001,-6.059950732992899E-001,-6.418370360839007E-002,1.042149669619794E-001,-6.408456843695938E-002,1.042882261462025E-001,6.325781389361096E-001,-5.973532470895154E-001,6.222522665492613E-001,-6.060497517373914E-001,
2.739095095095095E+008,6.207816698469932E-001,-6.068242998679233E-001,-6.212226164933872E-002,1.053851990072881E-001,-6.202272755391360E-002,1.054297425341958E-001,6.312101775760148E-001,-5.983426466270081E-001,6.208353285766679E-001,-6.068768490500865E-001,
2.744097097097097E+008,6.193411465404326E-001,-6.076266585022790E-001,-6.004208323810310E-002,1.065096416652803E-001,-5.994157623493166E-002,1.065315171289150E-001,6.298253409687747E-001,-5.992796948968667E-001,6.193979345173690E-001,-6.076807582084922E-001,
2.749099099099099E+008,6.178988672731681E-001,-6.084125774194532E-001,-5.793576554542576E-002,1.075928143027306E-001,-5.784057878500375E-002,1.075916758493633E-001,6.284324732879435E-001,-6.002219182207290E-001,6.179537717713242E-001,-6.084682298134390E-001,
2.754101101101101E+008,6.164573027736101E-001,-6.091811304296064E-001,-5.580745505147836E-002,1.086360992105317E-001,-5.571599713043908E-002,1.086075419289543E-001,6.270244017692689E-001,-6.011447492653281E-001,6.165094812048129E-001,-6.092359406959425E-001,
2.759103103103103E+008,6.150028422892808E-001,-6.099252273220636E-001,-5.366532822078787E-002,1.096295450780575E-001,-5.357593261471971E-002,1.095770975780263E-001,6.255965386968160E-001,-6.020437309827685E-001,6.150549001728246E-001,-6.099796795034097E-001,
2.764105105105105E+008,6.135442170776541E-001,-6.106437928106071E-001,-5.150150386225710E-002,1.105827482694825E-001,-5.141510313040055E-002,1.105107606078828E-001,6.241760331621604E-001,-6.029311551971359E-001,6.135962375327311E-001,-6.107035703386154E-001,
2.769107107107107E+008,6.120832270660724E-001,-6.113538188812933E-001,-4.932134857255466E-002,1.114905938713817E-001,-4.923765347087431E-002,1.113986087718164E-001,6.227431285086055E-001,-6.037957737444679E-001,6.121366266818858E-001,-6.114111224915967E-001,
2.774109109109109E+008,6.106133033778411E-001,-6.120378718063507E-001,-4.712194882210244E-002,1.123526352270331E-001,-4.704510185281663E-002,1.122412503248791E-001,6.212955372605810E-001,-6.046442657933129E-001,6.106651780703404E-001,-6.120971296164138E-001,
2.779111111111111E+008,6.091492510632143E-001,-6.127156300457324E-001,-4.490688925660256E-002,1.131707422982285E-001,-4.483827801718206E-002,1.130417914421095E-001,6.198526369547870E-001,-6.054724691084785E-001,6.091985872512593E-001,-6.127768863115366E-001,
2.784113113113113E+008,6.076812039021798E-001,-6.133697680587257E-001,-4.268075010691850E-002,1.139410074703379E-001,-4.261238830322042E-002,1.137975869299771E-001,6.183921537613577E-001,-6.062910131503912E-001,6.077308466647526E-001,-6.134297526868539E-001,
2.789115115115115E+008,6.062134486786220E-001,-6.140061250845633E-001,-4.043856443972470E-002,1.146639427908039E-001,-4.037688222221886E-002,1.145063319515463E-001,6.169335400109953E-001,-6.070824343004854E-001,6.062612105940446E-001,-6.140700674411979E-001,
2.794117117117117E+008,6.047360548283519E-001,-6.146376762889799E-001,-3.818176573108516E-002,1.153402827218234E-001,-3.812370222831213E-002,1.151749640532275E-001,6.154616355015955E-001,-6.078628836386700E-001,6.047824828279782E-001,-6.147024076460531E-001,
2.799119119119119E+008,6.032687254156833E-001,-6.152510951613416E-001,-3.591123809890490E-002,1.159702280658011E-001,-3.586169648722348E-002,1.157949815946249E-001,6.139847395929264E-001,-6.086381038728383E-001,6.033146875443181E-001,-6.153173686725795E-001,
2.804121121121121E+008,6.018004599813358E-001,-6.158420792121114E-001,-3.363737122201107E-002,1.165504485939473E-001,-3.358807569830404E-002,1.163700058454426E-001,6.125113636979451E-001,-6.093883022270336E-001,6.018455502669510E-001,-6.159109718906337E-001,
2.809123123123123E+008,6.003381087623322E-001,-6.164346621831607E-001,-3.135162644369261E-002,1.170829764747382E-001,-3.130417605924697E-002,1.168957778422835E-001,6.110257476170637E-001,-6.101204100786321E-001,6.003824224630791E-001,-6.165042589188927E-001,
2.814125125125125E+008,5.988718282563253E-001,-6.170032679978471E-001,-2.905809397082682E-002,1.175656568814079E-001,-2.901285425636842E-002,1.173768986188528E-001,6.095404491528863E-001,-6.108379543241530E-001,5.989176966263590E-001,-6.170760033394253E-001,
2.819127127127127E+008,5.974169176198062E-001,-6.175728405098862E-001,-2.675456499554159E-002,1.180016066653520E-001,-2.671752813949091E-002,1.178160086551062E-001,6.080602597376414E-001,-6.115572028446026E-001,5.974626533199214E-001,-6.176491999466186E-001,
2.824129129129129E+008,5.959539330043571E-001,-6.181330270886001E-001,-2.444831849246140E-002,1.183883854243299E-001,-2.441784694266618E-002,1.182025696774674E-001,6.065674188222874E-001,-6.122481741328012E-001,5.959942021672662E-001,-6.182119402011210E-001,
2.829131131131131E+008,5.945039267940500E-001,-6.186631448847018E-001,-2.214217584677379E-002,1.187257469634452E-001,-2.210980555954570E-002,1.185475028752417E-001,6.050842353997840E-001,-6.129202403458528E-001,5.945444947273083E-001,-6.187392417140981E-001,
2.834133133133133E+008,5.930603193249586E-001,-6.191892396923475E-001,-1.983338165977524E-002,1.190137324061464E-001,-1.980056455245699E-002,1.188421977998643E-001,6.035967276526508E-001,-6.135641973199060E-001,5.930992778094874E-001,-6.192696766411349E-001,
2.839135135135135E+008,5.916226753000801E-001,-6.197053387268726E-001,-1.751451416641065E-002,1.192564297671318E-001,-1.748942760360040E-002,1.190936640356536E-001,6.021312494333799E-001,-6.142060891729179E-001,5.916579030421053E-001,-6.197855808311097E-001,
2.844137137137137E+008,5.902016525608701E-001,-6.202150719885748E-001,-1.502380104051785E-002,1.194272066107825E-001,-1.517219916813346E-002,1.193158126953778E-001,5.994845414071468E-001,-6.154835741673299E-001,5.902422506450815E-001,-6.202945320774360E-001,
2.849139139139139E+008,5.887833193390032E-001,-6.207091046733708E-001,-1.250893009168835E-002,1.195424269263385E-001,-1.286722579483741E-002,1.194859577912475E-001,5.966737439365132E-001,-6.169670558890367E-001,5.888193212044085E-001,-6.207911241339567E-001,
2.854141141141141E+008,5.873752715085812E-001,-6.211791130110411E-001,-1.019581575807211E-002,1.196425164485294E-001,-1.055731508660227E-002,1.195944205636988E-001,5.951848420286560E-001,-6.176723733713844E-001,5.874076525750120E-001,-6.212663642040902E-001,
2.859143143143143E+008,5.859809433449229E-001,-6.216553878681711E-001,-7.898602498210392E-003,1.196930498056237E-001,-8.251463399994354E-003,1.196639411207478E-001,5.937715092205467E-001,-6.183107019109920E-001,5.860156192575255E-001,-6.217395955359681E-001,
2.864145145145145E+008,5.846006789604750E-001,-6.221102850625306E-001,-5.607936624111543E-003,1.197003686936556E-001,-5.950591134678574E-003,1.196862582156836E-001,5.923845817969411E-001,-6.189184575604914E-001,5.846291296954256E-001,-6.221993956578621E-001,
2.869147147147147E+008,5.832289853544967E-001,-6.225499993436668E-001,-3.321546014263595E-003,1.196580290665736E-001,-3.653555327483535E-003,1.196624295625162E-001,5.910221459359343E-001,-6.195122128560804E-001,5.832544654369962E-001,-6.226404564814673E-001,
2.874149149149149E+008,5.818885079198773E-001,-6.229911512564792E-001,-1.043976348759846E-003,1.195776561393725E-001,-1.367091116606328E-003,1.195958253727663E-001,5.896752391312153E-001,-6.200690037446076E-001,5.819088257561452E-001,-6.230804287646553E-001,
2.879151151151151E+008,5.805544600464166E-001,-6.234078876313932E-001,1.227774272479149E-003,1.194532640216834E-001,9.165493929639239E-004,1.194849145398029E-001,5.883427339868207E-001,-6.206017691185357E-001,5.805751680021533E-001,-6.235000421731261E-001,
2.884153153153153E+008,5.792389711182572E-001,-6.238169071239280E-001,3.498401521365924E-003,1.192465511079746E-001,3.189356566166856E-003,1.193270168214748E-001,5.871030415802088E-001,-6.209189269564963E-001,5.792563871926677E-001,-6.239131335650070E-001,
2.889155155155155E+008,5.779395277693226E-001,-6.241969890902042E-001,5.762855455958042E-003,1.189592532990566E-001,5.446086963009896E-003,1.191250596095608E-001,5.865043621288972E-001,-6.206954043412764E-001,5.779525278076388E-001,-6.242946170317908E-001,
2.894157157157157E+008,5.766754453151173E-001,-6.245681637632583E-001,7.660786758655246E-003,1.188863361899502E-001,7.685293970950606E-003,1.188789294482343E-001,5.867601829239448E-001,-6.205483074695181E-001,5.766832598540926E-001,-6.246649410407725E-001,
2.899159159159159E+008,5.754183357683516E-001,-6.249257374771768E-001,9.757890520867771E-003,1.186746998684517E-001,9.918730257181018E-003,1.185987807541529E-001,5.859581614582970E-001,-6.206554692186208E-001,5.754223167620242E-001,-6.250204696407705E-001,
2.904161161161161E+008,5.741896430165800E-001,-6.252802625798211E-001,1.197382038274132E-002,1.183414227454167E-001,1.214703275764801E-002,1.182756444251414E-001,5.846872200570165E-001,-6.210472216247848E-001,5.741908851830571E-001,-6.253760726162230E-001,
2.909163163163163E+008,5.729709026970236E-001,-6.256186019338560E-001,1.415981852117768E-002,1.179728611870160E-001,1.436309070216771E-002,1.179156967296210E-001,5.834368242039897E-001,-6.214231884457389E-001,5.729698884782354E-001,-6.257143733289505E-001,
2.914165165165165E+008,5.718049618986988E-001,-6.259270067067900E-001,1.634214041529663E-002,1.175630019629178E-001,1.655869923990343E-002,1.175195126456338E-001,5.822270835948835E-001,-6.217956548366753E-001,5.717962927893738E-001,-6.260219436607991E-001,
2.919167167167167E+008,5.706423239581180E-001,-6.262103974352442E-001,1.851603381277974E-002,1.171091021301959E-001,1.873828344735841E-002,1.170772382206878E-001,5.810130023893474E-001,-6.221402567499355E-001,5.706302962119396E-001,-6.263051077913771E-001,
2.924169169169169E+008,5.695095109078197E-001,-6.264985045268429E-001,2.067350035781751E-002,1.166176038043324E-001,2.090202227698097E-002,1.165985505012989E-001,5.798214084983363E-001,-6.224509113274943E-001,5.694957612777484E-001,-6.265930279786242E-001,
2.929171171171171E+008,5.683986718420293E-001,-6.267664909163638E-001,2.281301627726302E-002,1.160927917986933E-001,2.305345660437901E-002,1.160822509283744E-001,5.786740024569870E-001,-6.227663219386652E-001,5.683835652291024E-001,-6.268646159149777E-001,
2.934173173173173E+008,5.673169667699560E-001,-6.270223752241297E-001,2.493991359163826E-002,1.155315016761663E-001,2.519022462686781E-002,1.155250920790245E-001,5.775398174515691E-001,-6.230708163507763E-001,5.672974258678872E-001,-6.271217434847319E-001,
2.939175175175175E+008,5.662489805753836E-001,-6.272713929052942E-001,2.704577318198144E-002,1.149304855153361E-001,2.730503490911173E-002,1.149352915853190E-001,5.764223588843960E-001,-6.233486135763583E-001,5.662234066511481E-001,-6.273692293670213E-001,
2.944177177177177E+008,5.652218178898592E-001,-6.274999125072980E-001,2.913096043073562E-002,1.142941135923954E-001,2.939687393970999E-002,1.143052078709782E-001,5.753335464124668E-001,-6.235966007060062E-001,5.651934487421426E-001,-6.275972337331082E-001,
2.949179179179179E+008,5.642214297835151E-001,-6.277131154682152E-001,3.120351765135601E-002,1.136232578160256E-001,3.147776047862982E-002,1.136397736430201E-001,5.742748967343004E-001,-6.238408303804562E-001,5.641882800422583E-001,-6.278101060328323E-001,
2.954181181181181E+008,5.632390673405137E-001,-6.279230764180057E-001,3.326043312208187E-002,1.129228470358937E-001,3.353712204440183E-002,1.129400044859885E-001,5.732313580484970E-001,-6.240926275710564E-001,5.632073585634189E-001,-6.280260368456574E-001,
2.959183183183183E+008,5.622838247834697E-001,-6.281244517926276E-001,3.529379550998112E-002,1.121835425736476E-001,3.557916233686055E-002,1.122039473782880E-001,5.722167679491801E-001,-6.243126741530756E-001,5.622487026112727E-001,-6.282210212136945E-001,
2.964185185185185E+008,5.613575580311194E-001,-6.283216290443194E-001,3.731113662735108E-002,1.114143967003974E-001,3.760237091316461E-002,1.114324877859749E-001,5.712219546728611E-001,-6.245197704166702E-001,5.613164762756391E-001,-6.284183582786107E-001,
2.969187187187187E+008,5.604560601673259E-001,-6.284998104307411E-001,3.930960676301437E-002,1.106099109992710E-001,3.960171112649354E-002,1.106284025565451E-001,5.702367773480603E-001,-6.247203569368933E-001,5.604123624551244E-001,-6.285968065366855E-001,
2.974189189189189E+008,5.595804513760512E-001,-6.286704330947364E-001,4.129162940420000E-002,1.097771995960591E-001,4.157752033986036E-002,1.097957023932027E-001,5.692739195619881E-001,-6.249007166063814E-001,5.595303063197050E-001,-6.287673690831022E-001,
2.979191191191191E+008,5.587211005365462E-001,-6.288476546108262E-001,4.325276947706964E-002,1.089104748979702E-001,4.354226560851781E-002,1.089240802597634E-001,5.683524765036044E-001,-6.250795606128162E-001,5.586714947482896E-001,-6.289465073549341E-001,
2.984193193193193E+008,5.579047237998708E-001,-6.290120044237054E-001,4.519510564989860E-002,1.080113859783992E-001,4.547689912522705E-002,1.080227694132118E-001,5.674559499561204E-001,-6.252513414742963E-001,5.578493380534552E-001,-6.291093184015028E-001,
2.989195195195195E+008,5.570845096062069E-001,-6.291671119827965E-001,4.711958665582559E-002,1.070831853059844E-001,4.739625537792294E-002,1.070850373163802E-001,5.665684246236036E-001,-6.254181989827510E-001,5.570254819453668E-001,-6.292599674307164E-001,
2.994197197197197E+008,5.563063152349098E-001,-6.293159507058775E-001,4.902420896529403E-002,1.061260516822412E-001,4.929089031018883E-002,1.061207428440856E-001,5.656942299324664E-001,-6.255651077511348E-001,5.562452551323410E-001,-6.294087052942919E-001,
2.999199199199199E+008,5.555539964111909E-001,-6.294626441694226E-001,5.091076275762119E-002,1.051367081591902E-001,5.116751322987480E-002,1.051251569386849E-001,5.648501887526380E-001,-6.257192093358480E-001,5.554919646358776E-001,-6.295536835517360E-001,
3.004201201201201E+008,5.548159211425902E-001,-6.296075012853016E-001,5.278044103195911E-002,1.041205935585369E-001,5.302163111446787E-002,1.040976577694910E-001,5.640259805434889E-001,-6.258777097221767E-001,5.547492791058144E-001,-6.297000129748496E-001,
3.009203203203203E+008,5.541071447395058E-001,-6.297506387579559E-001,5.462402114661914E-002,1.030709553788747E-001,5.485194039867113E-002,1.030392865830794E-001,5.632144229811102E-001,-6.260204521456244E-001,5.540355703720207E-001,-6.298414347557517E-001,
3.014205205205205E+008,5.534141863692413E-001,-6.298989896948057E-001,5.645426438233360E-002,1.019915876055527E-001,5.666262541669468E-002,1.019539068049992E-001,5.624342701291162E-001,-6.261605785142252E-001,5.533383820410689E-001,-6.299858250328296E-001,
3.019207207207207E+008,5.527452683389709E-001,-6.300545045507707E-001,5.826508684935308E-002,1.008863839788982E-001,5.844983961336454E-002,1.008383943439700E-001,5.616462783995367E-001,-6.263051291565350E-001,5.526695107291624E-001,-6.301370319625754E-001,
3.024209209209209E+008,5.520995628833578E-001,-6.302048454539889E-001,6.005727483924112E-002,9.974735733715844E-002,6.021426427615793E-002,9.969505142829654E-002,5.608907725780087E-001,-6.264534657843939E-001,5.520172777507746E-001,-6.302816694336416E-001,
3.029211211211211E+008,5.514575737802566E-001,-6.303557723756325E-001,6.182428603434152E-002,9.858603381066164E-002,6.196354282499225E-002,9.852250438870332E-002,5.601515262036412E-001,-6.265946226399107E-001,5.513753406638562E-001,-6.304299310467788E-001,
3.034213213213213E+008,5.508580368806466E-001,-6.305121153122377E-001,6.356786867842644E-002,9.739721614157545E-002,6.368938047162839E-002,9.731907438731387E-002,5.594367172406040E-001,-6.267516373479355E-001,5.507741565369458E-001,-6.305764964442592E-001,
3.039215215215215E+008,5.502712835889728E-001,-6.306944170092134E-001,6.529201564330189E-002,9.618081784846916E-002,6.539411545022950E-002,9.608932256317060E-002,5.587124628856335E-001,-6.269040337700987E-001,5.501872077772276E-001,-6.307544149232558E-001,
3.044217217217217E+008,5.496847324745977E-001,-6.308771681400224E-001,6.699810228145532E-002,9.493512848604721E-002,6.707329296951406E-002,9.483277567443256E-002,5.580345049113010E-001,-6.270870956036635E-001,5.495996997887814E-001,-6.309295176708842E-001,
3.049219219219219E+008,5.491187304083797E-001,-6.310603853145580E-001,6.868304437914792E-002,9.365840598172773E-002,6.873196221712967E-002,9.355316442640600E-002,5.573386449540325E-001,-6.272536006447406E-001,5.490334644372821E-001,-6.311063980392637E-001,
3.054221221221221E+008,5.485719986502672E-001,-6.312684317193117E-001,7.034316125678523E-002,9.236171491868564E-002,7.036829633653023E-002,9.224661233791041E-002,5.566848287142270E-001,-6.274253031631921E-001,5.484858677263359E-001,-6.313110641887487E-001,
3.059223223223223E+008,5.480481160221470E-001,-6.314898384021029E-001,7.198419698293770E-002,9.103531192045804E-002,7.198200086981028E-002,9.091654364287426E-002,5.560368314123230E-001,-6.276281299486133E-001,5.479617373203671E-001,-6.315254445481143E-001,
3.064225225225225E+008,5.475333020058546E-001,-6.317233381960450E-001,7.360211323408730E-002,8.967789264930806E-002,7.357564002527364E-002,8.955524467187473E-002,5.554040346598902E-001,-6.278473244827503E-001,5.474477466137753E-001,-6.317548958740384E-001,
3.069227227227227E+008,5.470240171403891E-001,-6.319670785418583E-001,7.519270829026507E-002,8.829615584129044E-002,7.514670631474552E-002,8.816934692636892E-002,5.547891803614823E-001,-6.280609908005178E-001,5.469424281656670E-001,-6.319921118973741E-001,
3.074229229229229E+008,5.465361665649411E-001,-6.322388348307090E-001,7.676487948633180E-002,8.688708936454863E-002,7.669542400177848E-002,8.675935390230767E-002,5.541701267671589E-001,-6.282871528168018E-001,5.464544707593925E-001,-6.322569848327124E-001,
3.079231231231231E+008,5.460543453623616E-001,-6.325232600957275E-001,7.831924443626367E-002,8.545088229597726E-002,7.822225074879650E-002,8.531951496922249E-002,5.535761563937672E-001,-6.285498744491661E-001,5.459761947146259E-001,-6.325280406756508E-001,
3.084233233233233E+008,5.456023397281997E-001,-6.328167108151870E-001,7.983762019960283E-002,8.393500681056837E-002,7.973214477442994E-002,8.384086712793586E-002,5.529862426451697E-001,-6.287786132416897E-001,5.455373018535227E-001,-6.328101054536596E-001,
3.089235235235235E+008,5.451836577233621E-001,-6.330951206233928E-001,8.132773479459511E-002,8.242801281233053E-002,8.120053754994945E-002,8.229657079472071E-002,5.524245221803454E-001,-6.290513787686169E-001,5.451467012667647E-001,-6.330599472923475E-001,
3.094237237237237E+008,5.447381257161486E-001,-6.334459586043021E-001,8.280565721092015E-002,8.094189431593307E-002,8.265694611693614E-002,8.078998765234823E-002,5.518616457746383E-001,-6.293741461344137E-001,5.447056358511190E-001,-6.334106986316120E-001,
3.099239239239239E+008,5.442628064238393E-001,-6.338650777310269E-001,8.425541377563699E-002,7.945039724154306E-002,8.410128689228336E-002,7.929810249487407E-002,5.513336868758100E-001,-6.297387270248674E-001,5.442082317167747E-001,-6.338436767752103E-001,
3.104241241241241E+008,5.438137696464732E-001,-6.342859318670119E-001,8.567314779774665E-002,7.790394922648115E-002,8.550776983116143E-002,7.775997388570657E-002,5.508185965878198E-001,-6.300792668380162E-001,5.437601931949015E-001,-6.342736718816830E-001,
3.109243243243243E+008,5.433819876515483E-001,-6.347214924488066E-001,8.706543158628317E-002,7.632844947458685E-002,8.688688663469833E-002,7.618351237406060E-002,5.502995074943832E-001,-6.304577853729582E-001,5.433250776624482E-001,-6.347092892585446E-001,
3.114245245245245E+008,5.429662099744848E-001,-6.351749087188702E-001,8.842540232709981E-002,7.472689130395721E-002,8.824323687378272E-002,7.458621490215274E-002,5.497947557484850E-001,-6.308525825364176E-001,5.429089100566261E-001,-6.351655467435555E-001,
3.119247247247247E+008,5.425456741718630E-001,-6.356591106380604E-001,8.975923268328313E-002,7.310315269377227E-002,8.957581206348279E-002,7.296382751934556E-002,5.493001692616799E-001,-6.312611435036956E-001,5.424909429283231E-001,-6.356506044357215E-001,
3.124249249249249E+008,5.421386582190024E-001,-6.361662105113120E-001,9.106692230227587E-002,7.145025166825297E-002,9.088245429671621E-002,7.130986313464219E-002,5.488195097289501E-001,-6.316965084222369E-001,5.420854222909303E-001,-6.361551594350591E-001,
3.129251251251251E+008,5.417396345491258E-001,-6.366988946541663E-001,9.234181781341241E-002,6.977187358541727E-002,9.215552412352333E-002,6.963429178029497E-002,5.483554842463239E-001,-6.321418308675511E-001,5.416872985579716E-001,-6.366818155947839E-001,
3.134253253253253E+008,5.413469568687813E-001,-6.372436062526420E-001,9.358870183571164E-002,6.807337862769013E-002,9.340765809871171E-002,6.793327503010249E-002,5.478816268097844E-001,-6.325957339988653E-001,5.412928275093063E-001,-6.372259770527972E-001,
3.139255255255255E+008,5.409581572768988E-001,-6.378255677355442E-001,9.480329581424669E-002,6.635149774345744E-002,9.462764983274452E-002,6.621249741082860E-002,5.474301055155114E-001,-6.330802227410461E-001,5.409077637858498E-001,-6.378067589065841E-001,
3.144257257257257E+008,5.405848284791710E-001,-6.384374158394915E-001,9.598844722184567E-002,6.460596915956804E-002,9.582521361240079E-002,6.447109141648501E-002,5.469848673599221E-001,-6.335802900071729E-001,5.405400248782845E-001,-6.384105871717019E-001,
3.149259259259259E+008,5.402177676648092E-001,-6.390515841817962E-001,9.713411476657907E-002,6.280802574534704E-002,9.698648095956232E-002,6.269277381679127E-002,5.465448381287317E-001,-6.340827191968875E-001,5.401820394392075E-001,-6.390120988538416E-001,
3.154261261261261E+008,5.399406051599194E-001,-6.396685825526883E-001,9.822028516808327E-002,6.094661436440362E-002,9.808714311033659E-002,6.082334463130418E-002,5.461339104819999E-001,-6.345753676299076E-001,5.399593875276519E-001,-6.396073859615059E-001,
3.159263263263263E+008,5.396180247690842E-001,-6.403521192995805E-001,9.928304666301509E-002,5.912198146514482E-002,9.916532568290482E-002,5.898096079650492E-002,5.457119247048554E-001,-6.350905919948028E-001,5.396689406078915E-001,-6.402833724805767E-001,
3.164265265265265E+008,5.392992445764906E-001,-6.410684538257910E-001,1.003242153663860E-001,5.729658963815826E-002,1.002197255286897E-001,5.714482482404318E-002,5.453038702628453E-001,-6.356579864093593E-001,5.393722160814058E-001,-6.409951244690348E-001,
3.169267267267267E+008,5.389728208223122E-001,-6.418112824071429E-001,1.013416098771508E-001,5.544534312602334E-002,1.012456041034528E-001,5.529375681270107E-002,5.449335227621749E-001,-6.362680574728671E-001,5.390715156422421E-001,-6.417411504987386E-001,
3.174269269269269E+008,5.386295316978080E-001,-6.425835741798716E-001,1.023337544506994E-001,5.359645158673237E-002,1.022526089561232E-001,5.342695817153770E-002,5.445227688975649E-001,-6.368639226818744E-001,5.387423717356924E-001,-6.425176533913330E-001,
3.179271271271271E+008,5.382999803265995E-001,-6.433765937198688E-001,1.032973863013523E-001,5.172986130603900E-002,1.032307501716242E-001,5.155650666970984E-002,5.441537036277275E-001,-6.375158467312803E-001,5.384215813055859E-001,-6.433149907126440E-001,
3.184273273273273E+008,5.379676709293985E-001,-6.442000599423832E-001,1.042351671820375E-001,4.984944468188395E-002,1.041861990174615E-001,4.966953334879159E-002,5.437846909712422E-001,-6.381803291766295E-001,5.380946490717231E-001,-6.441383807389798E-001,
3.189275275275275E+008,5.376290777439903E-001,-6.450395002760112E-001,1.051354379114224E-001,4.794983184185875E-002,1.051080801454434E-001,4.776730492571532E-002,5.434353404393848E-001,-6.388616348218735E-001,5.377670942757444E-001,-6.449832649136023E-001,
