# Version 1.00
#
freq[Hz],re:Trc1_S11,im:Trc1_S11,re:Trc2_S12,im:Trc2_S12,re:Trc6_S21,im:Trc6_S21,re:Trc7_S22,im:Trc7_S22,re:Mem8[Trc1]_S11,im:Mem8[Trc1]_S11,
9.733883883883885E+007,8.365764132909377E-001,-2.291256797716398E-001,-1.083907125329051E-001,7.131814980163566E-002,-1.081082341819483E-001,7.131265612729278E-002,8.376941697099102E-001,-2.242634630864788E-001,8.365590169348862E-001,-2.292321324417158E-001,
9.783903903903905E+007,8.361371191353613E-001,-2.303231618490735E-001,-1.070033189016601E-001,7.338511618608611E-002,-1.067145625450555E-001,7.337066596181451E-002,8.373316523660629E-001,-2.254786442030882E-001,8.361200445484057E-001,-2.304289363112166E-001,
9.833923923923925E+007,8.356923397274658E-001,-2.315143378122653E-001,-1.055733250233847E-001,7.542176416036617E-002,-1.052869868688761E-001,7.540260264717059E-002,8.369589061152157E-001,-2.266894108349396E-001,8.356695014601812E-001,-2.316187122615751E-001,
9.883943943943945E+007,8.352275908395044E-001,-2.327082995770613E-001,-1.041094132264235E-001,7.743431241283583E-002,-1.038158604028504E-001,7.740378654179045E-002,8.365993642565978E-001,-2.279178227129690E-001,8.352048183186995E-001,-2.328127977177118E-001,
9.933963963963965E+007,8.347620533830984E-001,-2.339099133427248E-001,-1.026027452975014E-001,7.941370821310029E-002,-1.023051356438694E-001,7.938542657730134E-002,8.362213361333942E-001,-2.291259039289900E-001,8.347355953779450E-001,-2.340159913532923E-001,
9.983983983983985E+007,8.343003066008450E-001,-2.351182633752002E-001,-1.010543336709779E-001,8.136792632112970E-002,-1.007572732015372E-001,8.133555256444358E-002,8.358101332965023E-001,-2.303442876713822E-001,8.342733207216098E-001,-2.352201358835776E-001,
1.003400400400401E+008,8.338334063493297E-001,-2.363117866820747E-001,-9.946895886338573E-002,8.329056442676312E-002,-9.917001986164317E-002,8.325381782813800E-002,8.354126619419867E-001,-2.315727499117690E-001,8.338057776299864E-001,-2.364134066040650E-001,
1.008402402402403E+008,8.333758070316022E-001,-2.375083569010897E-001,-9.784736351290813E-002,8.518592334737005E-002,-9.754989476804618E-002,8.514145334681270E-002,8.350175104193282E-001,-2.328057293428766E-001,8.333450492974870E-001,-2.376089391943732E-001,
1.013404404404405E+008,8.329178301673943E-001,-2.387125581503795E-001,-9.618016201385218E-002,8.704848677695948E-002,-9.588438559397212E-002,8.699894792645425E-002,8.346184842009013E-001,-2.340447131293844E-001,8.328870115520066E-001,-2.388092759061703E-001,
1.018406406406407E+008,8.324466038528935E-001,-2.399075146463543E-001,-9.447676695948133E-002,8.887588810611920E-002,-9.418846832126400E-002,8.882294070716346E-002,8.342081210570599E-001,-2.352766026897966E-001,8.324178285837888E-001,-2.400068637524784E-001,
1.023408408408409E+008,8.319921921561565E-001,-2.410949067620688E-001,-9.274257455345374E-002,9.066911597122480E-002,-9.245995294803512E-002,9.061424903370889E-002,8.337997937877443E-001,-2.364956619925971E-001,8.319616802160397E-001,-2.411901689921268E-001,
1.028410410410411E+008,8.315259492954542E-001,-2.422960401357861E-001,-9.097125358298283E-002,9.243100488633434E-002,-9.068981330427042E-002,9.237013454624642E-002,8.333989322160380E-001,-2.377283205827458E-001,8.314939378778959E-001,-2.423896868567365E-001,
1.033412412412413E+008,8.310732827000382E-001,-2.434898372811892E-001,-8.916251524363110E-002,9.415097750487636E-002,-8.889111695153001E-002,9.409106221802498E-002,8.329921588639078E-001,-2.389476658026238E-001,8.310412877551524E-001,-2.435776331384708E-001,
1.038414414414415E+008,8.306225104028925E-001,-2.446795933112627E-001,-8.731873721392776E-002,9.583839592432809E-002,-8.705439519556349E-002,9.577582862890767E-002,8.325971423213244E-001,-2.401655030204332E-001,8.305880302801794E-001,-2.447669108799737E-001,
1.043416416416417E+008,8.301753859505499E-001,-2.458679809847762E-001,-8.544582359508265E-002,9.748669040640608E-002,-8.519124607999913E-002,9.742618574351465E-002,8.321903211149276E-001,-2.413912627889024E-001,8.301410772959733E-001,-2.459532244588197E-001,
1.048418418418419E+008,8.297400614205943E-001,-2.470517710013176E-001,-8.353943740529812E-002,9.909340835145639E-002,-8.329240442402369E-002,9.904029720759826E-002,8.317951568530863E-001,-2.425867185565243E-001,8.297042743846983E-001,-2.471346320413014E-001,
1.053420420420421E+008,8.293097587604043E-001,-2.482233142448755E-001,-8.160304184135192E-002,1.006605835531154E-001,-8.136438196183091E-002,1.006106410537874E-001,8.314132968412811E-001,-2.438056623439696E-001,8.292736841464722E-001,-2.483008723874326E-001,
1.058422422422423E+008,8.288809942146792E-001,-2.493931083749068E-001,-7.963259945297298E-002,1.021926678862054E-001,-7.940280191224602E-002,1.021450316928078E-001,8.310214966318273E-001,-2.450034953904914E-001,8.288461076156215E-001,-2.494700166993434E-001,
1.063424424424425E+008,8.284612386056224E-001,-2.505595644646153E-001,-7.763914020052772E-002,1.036814847005790E-001,-7.741766209063301E-002,1.036421236683583E-001,8.306421384303655E-001,-2.461961570353739E-001,8.284246650010725E-001,-2.506299956071611E-001,
1.068426426426427E+008,8.280517963904551E-001,-2.516977950251497E-001,-7.561495250569003E-002,1.051276101761533E-001,-7.540611394609495E-002,1.050978972583195E-001,8.302560069527291E-001,-2.473781641957194E-001,8.280150899735446E-001,-2.517722064485295E-001,
1.073428428428429E+008,8.276439850843578E-001,-2.528297029278236E-001,-7.356572182082899E-002,1.065365821252184E-001,-7.336626267894315E-002,1.065085765123652E-001,8.298774654097707E-001,-2.485604249816701E-001,8.276039346020141E-001,-2.529002809826083E-001,
1.078430430430431E+008,8.272209019854833E-001,-2.539642562647085E-001,-7.149311497821753E-002,1.079027079479657E-001,-7.129872812803970E-002,1.078776593617063E-001,8.295057103643518E-001,-2.497284824914339E-001,8.271842521354821E-001,-2.540328635775128E-001,
1.083432432432433E+008,8.268119669291851E-001,-2.550952566591611E-001,-6.939312209372581E-002,1.092303684000410E-001,-6.920510346665625E-002,1.092059210848363E-001,8.291238175094686E-001,-2.509050095955884E-001,8.267691614311139E-001,-2.551605605463328E-001,
1.088434434434435E+008,8.263922130920803E-001,-2.562215915167695E-001,-6.726768460944045E-002,1.105111178411851E-001,-6.708705120782660E-002,1.104931760514983E-001,8.287425846733028E-001,-2.520812249674952E-001,8.263550699314841E-001,-2.562812495297593E-001,
1.093436436436437E+008,8.259780820445818E-001,-2.573360302493982E-001,-6.511876502806524E-002,1.117518823449730E-001,-6.494757062917149E-002,1.117361786192243E-001,8.283513315539964E-001,-2.532640398090000E-001,8.259354928654761E-001,-2.573912495172715E-001,
1.098438438438439E+008,8.255725649658008E-001,-2.584380497025866E-001,-6.295447545495359E-002,1.129479632041097E-001,-6.278663772252942E-002,1.129416992962875E-001,8.279627822766903E-001,-2.544227070545752E-001,8.255293724600190E-001,-2.584940050254626E-001,
1.103440440440441E+008,8.251850710100055E-001,-2.595342145618233E-001,-6.076572058131644E-002,1.141022956684352E-001,-6.060278233486544E-002,1.141020874748121E-001,8.275670056819731E-001,-2.555717272513011E-001,8.251410699212466E-001,-2.595860789618406E-001,
1.108442442442443E+008,8.247905778332165E-001,-2.606218363131837E-001,-5.855892360878112E-002,1.152136568047015E-001,-5.840147720102072E-002,1.152192543070653E-001,8.271876252579196E-001,-2.567146624543646E-001,8.247463412693193E-001,-2.606740428062793E-001,
1.113444444444445E+008,8.244015675001827E-001,-2.617078149861127E-001,-5.633463434506755E-002,1.162843396950217E-001,-5.617716570830675E-002,1.162949082074667E-001,8.268005058516099E-001,-2.578532658620554E-001,8.243553953232864E-001,-2.617533816804001E-001,
1.118446446446447E+008,8.240044183510898E-001,-2.627851306628179E-001,-5.408701594621698E-002,1.173120194309153E-001,-5.393554466410446E-002,1.173244911747790E-001,8.264236298063112E-001,-2.589747603691737E-001,8.239584121857628E-001,-2.628282851677844E-001,
1.123448448448449E+008,8.236233952230566E-001,-2.638551371230006E-001,-5.181916263510364E-002,1.182945712667897E-001,-5.167324072543165E-002,1.183112545425249E-001,8.260425443513747E-001,-2.600956808237105E-001,8.235736605771292E-001,-2.638949410108108E-001,
1.128450450450451E+008,8.232413282718704E-001,-2.649247977074371E-001,-4.953885110450143E-002,1.192357897808668E-001,-4.939717230168327E-002,1.192542594607829E-001,8.256523097781277E-001,-2.612092714788858E-001,8.231935233412888E-001,-2.649611977196504E-001,
1.133452452452453E+008,8.228674644460594E-001,-2.659871303551093E-001,-4.724452117363922E-002,1.201299254491237E-001,-4.710168929996719E-002,1.201528728575015E-001,8.252695070042218E-001,-2.623018592205590E-001,8.228162608741041E-001,-2.660221068418516E-001,
1.138454454454455E+008,8.224850162416137E-001,-2.670409183479383E-001,-4.493233431314995E-002,1.209847510502653E-001,-4.479196503638679E-002,1.210055807211784E-001,8.248837156638221E-001,-2.633970172725860E-001,8.224294568057560E-001,-2.670685235620874E-001,
1.143456456456457E+008,8.221042715500517E-001,-2.680813417516565E-001,-4.261197535728942E-002,1.217952172556509E-001,-4.246846230837186E-002,1.218161326675281E-001,8.244963141867705E-001,-2.644808231979633E-001,8.220499345338950E-001,-2.681069636075421E-001,
1.148458458458459E+008,8.217274862186030E-001,-2.691232918636298E-001,-4.027442869707117E-002,1.225566466100660E-001,-4.012896104742599E-002,1.225786610670875E-001,8.241125412124314E-001,-2.655640562965807E-001,8.216726285209677E-001,-2.691447479123440E-001,
1.153460460460461E+008,8.213459555603098E-001,-2.701515608999383E-001,-3.792970906247953E-002,1.232755047174467E-001,-3.777705309829606E-002,1.232978044448942E-001,8.237269561798409E-001,-2.666271473474819E-001,8.212873070075513E-001,-2.701750591690647E-001,
1.158462462462463E+008,8.209657781445324E-001,-2.711764848103709E-001,-3.557220191513847E-002,1.239491502368996E-001,-3.541030698090240E-002,1.239716776231739E-001,8.233112837621283E-001,-2.676951562050279E-001,8.209056364618645E-001,-2.711970076198234E-001,
1.163464464464465E+008,8.205785692680124E-001,-2.721853058789024E-001,-3.320069879954436E-002,1.245783996529391E-001,-3.303668161992276E-002,1.245979004064475E-001,8.229239621984653E-001,-2.687359966122147E-001,8.205227351919437E-001,-2.722011701611568E-001,
1.168466466466467E+008,8.201922236687905E-001,-2.731843669066489E-001,-3.081688631187067E-002,1.251650569833948E-001,-3.065209432027967E-002,1.251768228604980E-001,8.225108322259429E-001,-2.697693807650755E-001,8.201312214996088E-001,-2.731987529154632E-001,
1.173468468468469E+008,8.197966238687312E-001,-2.741862811372815E-001,-2.842614588618159E-002,1.257043103857668E-001,-2.825935176173710E-002,1.257094481700604E-001,8.221022604513839E-001,-2.708061583860295E-001,8.197396249252617E-001,-2.741993257181160E-001,
1.178470470470471E+008,8.193978267299289E-001,-2.751764535102326E-001,-2.602558984103336E-002,1.262024808913212E-001,-2.584924607220971E-002,1.262007590842910E-001,8.217010561149065E-001,-2.718429953800553E-001,8.193360977519696E-001,-2.751884703514734E-001,
1.183472472472473E+008,8.189938011065204E-001,-2.761740169882739E-001,-2.361357241605224E-002,1.266524833502565E-001,-2.343878604713690E-002,1.266417697681939E-001,8.212645262406640E-001,-2.728537252187808E-001,8.189347421994979E-001,-2.761830905555370E-001,
1.188474474474475E+008,8.185909465363068E-001,-2.771618052913766E-001,-2.119230975471472E-002,1.270529012716699E-001,-2.102394827369437E-002,1.270350789510492E-001,8.208353780931053E-001,-2.738650000235525E-001,8.185268069531012E-001,-2.771718860774854E-001,
1.193476476476477E+008,8.181772514291825E-001,-2.781335660416621E-001,-1.877179992857809E-002,1.274134924229549E-001,-1.859749431752414E-002,1.273834811799698E-001,8.204060222504854E-001,-2.748742815928030E-001,8.181143605200063E-001,-2.781348710244020E-001,
1.198478478478479E+008,8.177784385393652E-001,-2.791209300642998E-001,-1.633985277096000E-002,1.277340459403875E-001,-1.616950646776568E-002,1.276884372117660E-001,8.199858481689790E-001,-2.758724258358682E-001,8.177146967326273E-001,-2.791250061432530E-001,
1.203480480480481E+008,8.173554402377040E-001,-2.800864651868771E-001,-1.390045968157215E-002,1.280016267032041E-001,-1.373597982725566E-002,1.279447476801368E-001,8.195693909233416E-001,-2.768567675450214E-001,8.172917210446217E-001,-2.800859854905528E-001,
1.208482482482483E+008,8.169445176259377E-001,-2.810549266941634E-001,-1.145156918384263E-002,1.282368947720952E-001,-1.130056377181362E-002,1.281579701257453E-001,8.191344379601468E-001,-2.778295341510442E-001,8.168821006269433E-001,-2.810561057646002E-001,
1.213484484484485E+008,8.165496350919607E-001,-2.820332213199332E-001,-8.962533750359922E-003,1.284245106361341E-001,-8.823024875563716E-003,1.283370374887475E-001,8.187001605167292E-001,-2.787604951959217E-001,8.165057235983450E-001,-2.820401479296636E-001,
1.218486486486487E+008,8.161223270483260E-001,-2.830055455462579E-001,-6.519446128947242E-003,1.285571206437538E-001,-6.370140607663269E-003,1.284577497464579E-001,8.182444512567981E-001,-2.797509818861113E-001,8.160789281736156E-001,-2.830141183286888E-001,
1.223488488488489E+008,8.156897379887838E-001,-2.839559391431416E-001,-4.072865676161805E-003,1.286375704343160E-001,-3.924606752363604E-003,1.285272663770035E-001,8.177994661405589E-001,-2.807383809475614E-001,8.156475861395980E-001,-2.839628353901035E-001,
1.228490490490491E+008,8.152391371886889E-001,-2.849067973788749E-001,-1.625679273261321E-003,1.286756610332581E-001,-1.475606927691567E-003,1.285492532474861E-001,8.173271016738449E-001,-2.817206854521212E-001,8.151979180110068E-001,-2.849134632292887E-001,
1.233492492492493E+008,8.147971517273729E-001,-2.858617983837041E-001,8.249773346759897E-004,1.286672199408133E-001,9.686367562115223E-004,1.285245247378927E-001,8.168607018734988E-001,-2.827140655368913E-001,8.147592908047613E-001,-2.858691216089156E-001,
1.238494494494495E+008,8.143470419768530E-001,-2.868112504356175E-001,3.276642620769754E-003,1.286127622363921E-001,3.412469843368675E-003,1.284544053989148E-001,8.163996978237480E-001,-2.836918474390054E-001,8.143066143218027E-001,-2.868166047875617E-001,
1.243496496496497E+008,8.139009800572414E-001,-2.877477500268383E-001,5.724292993007956E-003,1.285107893857139E-001,5.854215336517653E-003,1.283400504768391E-001,8.159411950623621E-001,-2.846811241554101E-001,8.138608368092485E-001,-2.877539154691672E-001,
1.248498498498499E+008,8.134483499484784E-001,-2.886995729182555E-001,8.169578112720878E-003,1.283628933277022E-001,8.294804534478843E-003,1.281789409661461E-001,8.154776398011413E-001,-2.856742896648311E-001,8.134054044591026E-001,-2.887052555104325E-001,
1.253500500500501E+008,8.130063372097739E-001,-2.896367123500154E-001,1.061080706766284E-002,1.281712047798553E-001,1.073231070485597E-002,1.279719487063362E-001,8.150026959520803E-001,-2.866532594332578E-001,8.129680738434210E-001,-2.896443233519493E-001,
1.258502502502503E+008,8.125569292019036E-001,-2.905973938528608E-001,1.305248050631577E-002,1.279299701984835E-001,1.316117836996637E-002,1.277195992884699E-001,8.145211012672471E-001,-2.876381517627332E-001,8.125237699813989E-001,-2.906024370361474E-001,
1.263504504504505E+008,8.120971273113551E-001,-2.915493137914714E-001,1.548393941628989E-002,1.276454436627777E-001,1.558981091560641E-002,1.274216192136171E-001,8.140578255625980E-001,-2.886306212902618E-001,8.120591904638910E-001,-2.915542629294648E-001,
1.268506506506507E+008,8.116466947880857E-001,-2.925074375125905E-001,1.791375863084545E-002,1.273158282518400E-001,1.801211448163344E-002,1.270806705663763E-001,8.135937377429995E-001,-2.896121499506463E-001,8.116110668611338E-001,-2.925147796950162E-001,
1.273508508508509E+008,8.111987219370063E-001,-2.934692353568761E-001,2.033439708746510E-002,1.269396788281934E-001,2.042905741091741E-002,1.266952195610112E-001,8.131169641547373E-001,-2.906004559165072E-001,8.111625071707387E-001,-2.934734681721656E-001,
1.278510510510511E+008,8.107562176787297E-001,-2.944358680942282E-001,2.274744114374399E-002,1.265190225298424E-001,2.283903066249318E-002,1.262686268598105E-001,8.126374582849119E-001,-2.915781278371922E-001,8.107225290286566E-001,-2.944415330836306E-001,
1.283512512512513E+008,8.103112166508815E-001,-2.953979325336369E-001,2.515678629489099E-002,1.260481879358982E-001,2.524179886422207E-002,1.257906752557088E-001,8.121648021441952E-001,-2.925809227294022E-001,8.102795371188962E-001,-2.954017742044490E-001,
1.288514514514515E+008,8.098653778570034E-001,-2.963601255424304E-001,2.755393207682003E-002,1.255361190762590E-001,2.763603051696746E-002,1.252700090373707E-001,8.116976518046036E-001,-2.935677777194684E-001,8.098338678348431E-001,-2.963613900339644E-001,
1.293516516516517E+008,8.094471521061653E-001,-2.973329157394805E-001,2.994619049770635E-002,1.249742914363781E-001,3.001973036108100E-002,1.247072746251741E-001,8.112341857167653E-001,-2.945630472098097E-001,8.094152581317440E-001,-2.973371373474283E-001,
1.298518518518519E+008,8.090201639219292E-001,-2.983013946822442E-001,3.232221879635223E-002,1.243670792511883E-001,3.239464950182257E-002,1.240959042700589E-001,8.107858520314838E-001,-2.955503018060561E-001,8.089922232005035E-001,-2.983024992629262E-001,
1.303520520520521E+008,8.086136024872939E-001,-2.992695834245095E-001,3.469242675145763E-002,1.237130768618314E-001,3.475555616729271E-002,1.234442078108514E-001,8.103316205700020E-001,-2.965382481030486E-001,8.085853031531087E-001,-2.992702346028155E-001,
1.308522522522523E+008,8.082049451890738E-001,-3.002398698856356E-001,3.704457649034509E-002,1.230172356851395E-001,3.710560382359798E-002,1.227427563221657E-001,8.098837806957806E-001,-2.975322061868720E-001,8.081782511273432E-001,-3.002402296757450E-001,
1.313524524524525E+008,8.077992976132007E-001,-3.012170699805329E-001,3.938494913191969E-002,1.222695211226376E-001,3.944243293752483E-002,1.219966544086160E-001,8.094467708796512E-001,-2.985171177305008E-001,8.077735617077718E-001,-3.012196144222719E-001,
1.318526526526527E+008,8.073930072382561E-001,-3.022056494736387E-001,4.170788902562205E-002,1.214794448357237E-001,4.176615491429811E-002,1.212095129957988E-001,8.090150360597765E-001,-2.995033976078870E-001,8.073731623164862E-001,-3.022047484616505E-001,
1.323528528528529E+008,8.069922832111464E-001,-3.032099290743902E-001,4.401754432229808E-002,1.206445292957981E-001,4.407482469207086E-002,1.203730826129471E-001,8.085969394805485E-001,-3.005017892429467E-001,8.069722827739436E-001,-3.032070063129033E-001,
1.328530530530531E+008,8.065919636761494E-001,-3.042431649528615E-001,4.630812064572683E-002,1.197645642199308E-001,4.637110254144814E-002,1.194911937225346E-001,8.081596382171338E-001,-3.015039265176250E-001,8.065761486506566E-001,-3.042393499402757E-001,
1.333532532532533E+008,8.062239337740027E-001,-3.052706173726477E-001,4.858517033961372E-002,1.188352921965883E-001,4.864540357762143E-002,1.185683384568820E-001,8.077297230454535E-001,-3.025313421177522E-001,8.062047599525299E-001,-3.052630697007716E-001,
1.338534534534535E+008,8.058493130288036E-001,-3.062922589674510E-001,5.084264856355544E-002,1.178615485923682E-001,5.090286856489257E-002,1.176038074362446E-001,8.073030030631057E-001,-3.035659000567100E-001,8.058331057273375E-001,-3.062854832178120E-001,
1.343536536536537E+008,8.055135268019240E-001,-3.073064318289335E-001,5.308161773502051E-002,1.168459859289261E-001,5.313955194506362E-002,1.165969399664915E-001,8.068758647493434E-001,-3.046200763452726E-001,8.054969063091586E-001,-3.072954403359587E-001,
1.348538538538539E+008,8.051764373343584E-001,-3.083177762176108E-001,5.529409198519424E-002,1.157910991389896E-001,5.535195838369012E-002,1.155498258093338E-001,8.064778920919673E-001,-3.056525585475305E-001,8.051629901049499E-001,-3.083028247065812E-001,
1.353540540540541E+008,8.048492193787644E-001,-3.093130808877123E-001,5.748488454123479E-002,1.146905866302362E-001,5.753878821471585E-002,1.144572329415944E-001,8.060960747123364E-001,-3.066817486769948E-001,8.048371698202723E-001,-3.092987507521407E-001,
1.358542542542543E+008,8.045309854269975E-001,-3.103349375679056E-001,5.965079321392423E-002,1.135522055443667E-001,5.970984816481897E-002,1.133277586263770E-001,8.057075367694111E-001,-3.077028555385725E-001,8.045176392448972E-001,-3.103165267429260E-001,
1.363544544544545E+008,8.042118070320715E-001,-3.113680072888087E-001,6.178977362089429E-002,1.123685613741325E-001,6.185783555716826E-002,1.121536608968664E-001,8.053281172462197E-001,-3.087268096260003E-001,8.042071698176883E-001,-3.113490010615981E-001,
1.368546546546547E+008,8.039107936560541E-001,-3.124023475468705E-001,6.391271922932418E-002,1.111441696558575E-001,6.398151587416710E-002,1.109452129824493E-001,8.049761790371063E-001,-3.097552956990859E-001,8.039042445838794E-001,-3.123779513681936E-001,
1.373548548548549E+008,8.036126437381514E-001,-3.134388581183021E-001,6.601297231505557E-002,1.098828962311794E-001,6.607594278616789E-002,1.096957347868797E-001,8.045933956580834E-001,-3.107706705399223E-001,8.036139732276763E-001,-3.134159085140551E-001,
1.378550550550551E+008,8.033300639201714E-001,-3.144904536354125E-001,6.807991601815915E-002,1.085865879673284E-001,6.815029033112328E-002,1.084056722778937E-001,8.042627533453337E-001,-3.117747943290400E-001,8.033321861833502E-001,-3.144649125910935E-001,
1.383552552552553E+008,8.030540533135614E-001,-3.155476324585729E-001,7.012040603783218E-002,1.072516350949858E-001,7.019945145550044E-002,1.070778110365152E-001,8.039206321904112E-001,-3.127835154239271E-001,8.030530422092095E-001,-3.155251233980441E-001,
1.388554554554555E+008,8.027844527189725E-001,-3.166047413760525E-001,7.213305628710745E-002,1.058776832814804E-001,7.222128535064534E-002,1.057101834174524E-001,8.035771049425319E-001,-3.137886618849209E-001,8.027895340892592E-001,-3.165753441882931E-001,
1.393556556556557E+008,8.025171667049582E-001,-3.176659149841719E-001,7.411999567251260E-002,1.044693958577072E-001,7.422091002210761E-002,1.043074329357963E-001,8.032357953820450E-001,-3.147967664454222E-001,8.025241583587639E-001,-3.176384562969906E-001,
1.398558558558559E+008,8.022619315440869E-001,-3.187187680901749E-001,7.608202215906670E-002,1.030221032782702E-001,7.618615423982685E-002,1.028629303379762E-001,8.028946301246274E-001,-3.158082866240646E-001,8.022724036991948E-001,-3.186887499856552E-001,
1.403560560560561E+008,8.020004570025299E-001,-3.197894062710436E-001,7.801248270284554E-002,1.015419918127885E-001,7.812436811737443E-002,1.013809472425501E-001,8.025559597594001E-001,-3.168208958942018E-001,8.020094745416568E-001,-3.197591397643700E-001,
1.408562562562563E+008,8.017445724304956E-001,-3.208499086124600E-001,7.991314049664999E-002,1.000229540254754E-001,8.003810582114010E-002,9.986583758621584E-002,8.022288356387821E-001,-3.178349113774978E-001,8.017586493628457E-001,-3.208205422084973E-001,
1.413564564564565E+008,8.014865343432311E-001,-3.219262793038305E-001,8.178394053330780E-002,9.847166514084436E-002,8.191855380790211E-002,9.831856155381893E-002,8.019132204899429E-001,-3.188625627642838E-001,8.014987952940500E-001,-3.218945354579093E-001,
1.418566566566567E+008,8.012404766848839E-001,-3.229844809601530E-001,8.362821243974503E-002,9.688307562225110E-002,8.377206247883141E-002,9.673041757115732E-002,8.015748143651142E-001,-3.198748446887867E-001,8.012559132816242E-001,-3.229538319674825E-001,
1.423568568568569E+008,8.009870064711329E-001,-3.240492002161114E-001,8.543481413676482E-002,9.525864733827627E-002,8.559304291718123E-002,9.510727052089407E-002,8.012434373500461E-001,-3.208813071100348E-001,8.010049641886011E-001,-3.240197941611322E-001,
1.428570570570571E+008,8.007498623211069E-001,-3.251029888338036E-001,8.721757711864350E-002,9.360347131122394E-002,8.737610679299390E-002,9.345441835751055E-002,8.009093136393755E-001,-3.218964676712617E-001,8.007665680461270E-001,-3.250764977548885E-001,
1.433572572572573E+008,8.005096181071053E-001,-3.261536204337983E-001,8.896353800047961E-002,9.191550796220736E-002,8.912744863989341E-002,9.176898437416935E-002,8.006017835640700E-001,-3.228735686653922E-001,8.005251341069235E-001,-3.261224820726009E-001,
1.438574574574575E+008,8.002609286354008E-001,-3.272076322606550E-001,9.067808347425853E-002,9.019789777494804E-002,9.084058776538050E-002,9.005200135370976E-002,8.002782922688093E-001,-3.238649410926329E-001,8.002774457578945E-001,-3.271847461254687E-001,
1.443576576576577E+008,8.000120648112821E-001,-3.282705736527496E-001,9.235689858648469E-002,8.844839297740960E-002,9.252075411711348E-002,8.830610023145029E-002,7.999640510931200E-001,-3.248500376419218E-001,8.000327957333195E-001,-3.282458967492895E-001,
1.448578578578579E+008,7.997536453802352E-001,-3.293321948088019E-001,9.400455903175024E-002,8.666613027919691E-002,9.416540662703052E-002,8.652535989165948E-002,7.996564780726190E-001,-3.258386238373107E-001,7.997792128810546E-001,-3.293075686720761E-001,
1.453580580580581E+008,7.994931532922179E-001,-3.304201475857099E-001,9.561834930371539E-002,8.485605123725142E-002,9.577859796202326E-002,8.471019995342599E-002,7.993409588027610E-001,-3.268284280282324E-001,7.995137222986443E-001,-3.303981093192546E-001,
1.458582582582583E+008,7.992303329553484E-001,-3.315036114181956E-001,9.719949843704046E-002,8.301449661462314E-002,9.735514280825995E-002,8.286950957147647E-002,7.990275296080847E-001,-3.278260824260346E-001,7.992571129960049E-001,-3.314822448391151E-001,
1.463584584584585E+008,7.989613749332825E-001,-3.326074915871162E-001,9.874460926659223E-002,8.114527329346212E-002,9.889975440074858E-002,8.099644981889141E-002,7.986949969503634E-001,-3.288323098276607E-001,7.989882804468284E-001,-3.325884416393011E-001,
1.468586586586587E+008,7.986783441860477E-001,-3.337121512430836E-001,1.002580544002550E-001,7.924623983043708E-002,1.004049301763196E-001,7.909183409323312E-002,7.983778544228589E-001,-3.298671038897352E-001,7.987002845773885E-001,-3.336979372556502E-001,
1.473588588588589E+008,7.983886620158404E-001,-3.348158889183832E-001,1.017309419660184E-001,7.732082871664127E-002,1.018731138190469E-001,7.716083324754415E-002,7.980455531380829E-001,-3.308721374981565E-001,7.984143503364118E-001,-3.348005776956703E-001,
1.478590590590591E+008,7.980923092620662E-001,-3.359233671527097E-001,1.031666703862969E-001,7.536474046543562E-002,1.033038497392130E-001,7.519864907720095E-002,7.977030021363689E-001,-3.318954836108871E-001,7.981205090708677E-001,-3.359114320360943E-001,
1.483592592592593E+008,7.977920525649292E-001,-3.370371278733270E-001,1.045721819588878E-001,7.338417421649923E-002,1.047012211399022E-001,7.321145495894044E-002,7.973712780025989E-001,-3.329217198667042E-001,7.978189362170300E-001,-3.370269307720307E-001,
1.488594594594595E+008,7.974924045984648E-001,-3.381578805083567E-001,1.059357750113223E-001,7.137481567519796E-002,1.060551991772664E-001,7.119566507581616E-002,7.970424443695908E-001,-3.339657861605458E-001,7.975183246510214E-001,-3.381526219938288E-001,
1.493596596596597E+008,7.971668160390154E-001,-3.392653198490637E-001,1.072633003290493E-001,6.933934287892142E-002,1.073676290280116E-001,6.915904412694399E-002,7.966953042411245E-001,-3.349934612032790E-001,7.971970732046384E-001,-3.392653214821407E-001,
1.498598598598599E+008,7.968270267737757E-001,-3.403969037415535E-001,1.085489494011845E-001,6.728062002326810E-002,1.086461334544034E-001,6.709437263820625E-002,7.963498833872353E-001,-3.360358044087960E-001,7.968599286300181E-001,-3.403976804338030E-001,
1.503600600600601E+008,7.964946426701814E-001,-3.415208397106736E-001,1.098014824600140E-001,6.520040338642349E-002,1.098768603953581E-001,6.500760732517334E-002,7.960079214049329E-001,-3.370878175195472E-001,7.965216647032839E-001,-3.415227568704957E-001,
1.508602602602603E+008,7.961423386019578E-001,-3.426580414765837E-001,1.110135807527254E-001,6.309048763374803E-002,1.110771692183662E-001,6.290050248752914E-002,7.956621994007819E-001,-3.381306375509026E-001,7.961720664233177E-001,-3.426607380932636E-001,
1.513604604604605E+008,7.957996226437809E-001,-3.437892858507509E-001,1.121865483576691E-001,6.096339383478167E-002,1.122337578269745E-001,6.077013901144199E-002,7.953120743573420E-001,-3.391768322752311E-001,7.958294400692426E-001,-3.437966566375609E-001,
1.518606606606607E+008,7.954410457524477E-001,-3.449298587109975E-001,1.133188174422281E-001,5.881258721202801E-002,1.133407895104248E-001,5.862073797856356E-002,7.949425705710888E-001,-3.402188057277646E-001,7.954662962718863E-001,-3.449402503383218E-001,
