BPM Serial No.	16elec																																																																																																
BPM Size	110																																																																																																
"Experi,menter"	Tajima      Toyama      Hanamura      Kawachi      																																																																																																
Meas. Start Time	2019/08/2916:44																																																																																																
Meas. Finish Time	2019/08/2917:33																																																																																																
Linear Scale Origin X(mm)	-99.334																																																																																																
Linear Scale Origin Y(mm)	88.445																																																																																																
note																																																																																																	
																																																																																																	
																																																																																																	
Data Point Number	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97
R(beam)[mm]	20.002	10.004	0.003	-9.998	-19.999	30.003	20.004	10.004	0.003	-9.998	-19.999	-30	40.004	30.005	20.004	10.004	0.003	-9.998	-19.999	-30	-40.001	50.005	40.007	30.005	20.005	10.004	0.003	-9.998	-19.999	-30	-40.001	-50.002	50.005	40.007	30.005	20.005	10.004	0.003	-9.998	-19.999	-30	-40.001	-50.002	50.005	40.007	30.005	20.005	10.004	0.003	-9.998	-19.999	-30	-40.001	-50.002	50.005	40.007	30.005	20.005	10.004	0.003	-9.998	-19.999	-30	-40.001	-50.002	50.005	40.007	30.005	20.004	10.004	0.003	-9.998	-19.999	-30	-40.001	-50.002	40.004	30.005	20.004	10.004	0.003	-9.998	-19.999	-30	-40.001	30.003	20.004	10.004	0.003	-9.998	-19.999	-30	20.001	10.004	0.003	-9.998	-19.999
Y(beam)[mm]	-49.998	-49.998	-49.998	-49.998	-49.998	-40.001	-40.001	-40.001	-40.001	-40.001	-40.001	-40.001	-30.002	-30.002	-30.002	-30.002	-30.002	-30.002	-30.002	-30.002	-30.002	-20.003	-20.003	-20.002	-20.002	-20.003	-20.003	-20.003	-20.003	-20.003	-20.003	-20.003	-10.003	-10.003	-10.003	-10.003	-10.003	-10.003	-10.003	-10.003	-10.003	-10.003	-10.003	-0.003	-0.003	-0.003	-0.003	-0.003	-0.003	-0.003	-0.003	-0.003	-0.003	-0.003	9.996	9.996	9.997	9.996	9.996	9.996	9.996	9.996	9.996	9.996	9.997	19.996	19.996	19.996	19.996	19.996	19.996	19.996	19.996	19.996	19.996	19.996	29.995	29.995	29.995	29.995	29.995	29.995	29.995	29.995	29.995	39.996	39.996	39.996	39.996	39.996	39.996	39.996	49.996	49.996	49.996	49.996	49.996
S32-5.1MHz(dB)	-29.66934471	-31.6585176	-33.73099829	-35.9332427	-38.34390964	-25.10485484	-27.4004227	-29.63801909	-31.82768755	-34.08224626	-36.4430208	-39.00344768	-20.9176681	-23.70925319	-26.19593436	-28.51045709	-30.72566473	-32.95400616	-35.26020492	-37.72652983	-40.51263851	-17.97451195	-20.85341454	-23.46965556	-25.85419558	-28.09355233	-30.28035234	-32.43948221	-34.69373447	-37.08063039	-39.72490449	-42.80926874	-20.0367233	-22.04084582	-24.16952518	-26.26563444	-28.30849804	-30.36998509	-32.45135161	-34.60247734	-36.89660534	-39.42016979	-42.38103661	-22.83988174	-24.0130225	-25.54087408	-27.27632475	-29.07909047	-30.94495338	-32.86564552	-34.92282153	-37.14123174	-39.59427239	-42.46297592	-25.98483373	-26.39396282	-27.40296075	-28.74861795	-30.2696457	-31.90453816	-33.71000624	-35.64798199	-37.77887145	-40.19324187	-43.01858561	-29.26054336	-29.11556568	-29.64743124	-30.6077021	-31.84545757	-33.26986487	-34.91929037	-36.74635783	-38.79892991	-41.19364853	-44.0914146	-32.08402295	-32.19888041	-32.81292827	-33.77370312	-35.01715041	-36.50445485	-38.23476032	-40.26010944	-42.68074088	-35.11740915	-35.36701665	-36.09939051	-37.13167807	-38.48386766	-40.17429006	-42.1878441	-38.49593716	-38.94930882	-39.79617653	-41.04845537	-42.68307574
S42-5.1MHz(dB)	-42.75241222	-41.1138314	-39.86847119	-39.01363476	-38.58802529	-42.26115225	-40.21053345	-38.55136421	-37.1896076	-36.16280824	-35.468791	-35.20014015	-42.71203638	-40.30467559	-38.28724253	-36.55900409	-35.05861721	-33.81618353	-32.85412218	-32.24877563	-32.18192265	-44.11436778	-41.22187944	-38.85266202	-36.79471914	-34.96453864	-33.34414767	-31.88508862	-30.66867133	-29.72652825	-29.19973342	-29.36328742	-43.08231098	-40.21933796	-37.81967034	-35.69922343	-33.74961694	-31.97891261	-30.32627813	-28.81747257	-27.49796091	-26.47278413	-26.04631286	-42.49736369	-39.64506989	-37.17172953	-34.98125443	-32.9361649	-31.00140459	-29.11739212	-27.33399232	-25.6259237	-24.0756451	-22.90559261	-42.43091015	-39.45894788	-36.92143787	-34.64531383	-32.50294063	-30.41139978	-28.37966275	-26.32497067	-24.23800674	-22.12482071	-20.07420234	-42.82155294	-39.7563214	-37.1153195	-34.74909495	-32.51494031	-30.31694243	-28.156108	-25.91279974	-23.52403896	-20.93178457	-18.02811709	-40.53396058	-37.79870826	-35.33480926	-33.02369831	-30.79632874	-28.5677968	-26.25328546	-23.77002573	-20.97762741	-39.04284599	-36.45767323	-34.13305672	-31.87940628	-29.67855117	-27.47639756	-25.13773352	-38.3644341	-35.98250306	-33.76425919	-31.7036097	-29.71847096
S12-5.1MHz(dB)	-42.77100263	-42.38307025	-42.47797281	-43.03403468	-44.09520453	-40.51628975	-39.69237459	-39.42128095	-39.57615617	-40.17505874	-41.19393479	-42.6631491	-39.00701444	-37.74711135	-37.07968613	-36.89475476	-37.11776876	-37.75215064	-38.77991752	-40.2189761	-42.19730762	-38.32655305	-36.40596879	-35.27087832	-34.6937272	-34.58905236	-34.92507793	-35.62621843	-36.73579156	-38.2345754	-40.17484707	-42.73360472	-35.91648253	-34.05637527	-32.96527332	-32.45553282	-32.4243943	-32.8759105	-33.71203006	-34.9224228	-36.50397662	-38.48899241	-41.05867425	-33.69472045	-31.83844952	-30.71221651	-30.27871612	-30.37385372	-30.94266663	-31.90539614	-33.28962982	-35.02545205	-37.15211761	-39.79135735	-31.65048771	-29.60821605	-28.46769765	-28.09272848	-28.32493374	-29.05311852	-30.26992728	-31.84894998	-33.78626242	-36.11616725	-38.93421382	-29.65428597	-27.39902894	-26.17412436	-25.84992948	-26.26765581	-27.25492134	-28.75521262	-30.61741145	-32.81617007	-35.4116441	-38.52592115	-25.05293976	-23.69588547	-23.47267314	-24.16942265	-25.56600564	-27.44206118	-29.67227838	-32.22642727	-35.15860337	-20.88580473	-20.83552255	-22.05827197	-24.00027138	-26.40552277	-29.13948936	-32.10627337	-17.94810709	-20.04446678	-22.84980001	-25.97978567	-29.26359729
S52-5.1MHz(dB)	-29.11784959	-25.83910249	-22.71727817	-19.89045663	-17.83260939	-31.97260386	-28.96224419	-26.26892104	-23.85093687	-21.91143454	-20.73352382	-20.77016356	-34.98798866	-32.061264	-29.51544372	-27.28916784	-25.40001177	-24.00895911	-23.31035618	-23.54460215	-24.96272921	-38.35889996	-35.22856437	-32.6611037	-30.46123935	-28.60093038	-27.13155576	-26.10581402	-25.71296651	-26.06031216	-27.29399842	-29.57252334	-38.79544974	-35.93205147	-33.6233364	-31.69450992	-30.1069102	-28.92983056	-28.18510201	-27.96650313	-28.37582898	-29.49949683	-31.52578906	-39.63289398	-36.99814406	-34.84572291	-33.13982053	-31.78264718	-30.80158631	-30.21589711	-30.14132745	-30.61112122	-31.71042737	-33.58037261	-40.90802772	-38.32630882	-36.32110017	-34.76723724	-33.56475198	-32.71864266	-32.30526022	-32.32228693	-32.84401392	-33.95972793	-35.78205777	-42.54050861	-40.00668735	-38.06837529	-36.59324975	-35.50420059	-34.76604092	-34.45881215	-34.56351959	-35.14076742	-36.30883976	-38.21127163	-42.02332899	-40.0942055	-38.6579797	-37.62730099	-36.99722101	-36.76081442	-36.94885018	-37.62337049	-38.89175295	-42.49454856	-41.00984127	-40.03502993	-39.43931305	-39.2715411	-39.58005429	-40.36675292	-43.9119664	-42.8977013	-42.3156568	-42.22967257	-42.63535155
S22-5.1MHz(dB)	-22.41339996	-22.42320503	-22.42406266	-22.42298359	-22.42273863	-22.42186189	-22.41689953	-22.42130097	-22.41653781	-22.42363947	-22.42355235	-22.41933751	-22.42294709	-22.42541603	-22.42741164	-22.4290629	-22.42006373	-22.41824915	-22.41674388	-22.4167818	-22.42101883	-22.42217343	-22.41775921	-22.42777269	-22.429194	-22.42650912	-22.42883951	-22.42114705	-22.4275196	-22.42614667	-22.42408572	-22.42125791	-22.422476	-22.41937065	-22.42744956	-22.43041975	-22.42226684	-22.42938728	-22.43031021	-22.42918873	-22.42962507	-22.41936938	-22.41889609	-22.41609073	-22.42616739	-22.42068403	-22.42851805	-22.43130402	-22.43139263	-22.42218537	-22.42874213	-22.42750865	-22.42280033	-22.41551774	-22.42424865	-22.41735064	-22.41972508	-22.42860164	-22.42924187	-22.42270343	-22.42892393	-22.42935757	-22.42833816	-22.42665253	-22.41604903	-22.4152903	-22.42092392	-22.42249656	-22.42850017	-22.43082804	-22.42278842	-22.42912499	-22.43042624	-22.42612425	-22.42535405	-22.42290254	-22.41287995	-22.42415942	-22.42767785	-22.42645558	-22.42819993	-22.42952056	-22.42790418	-22.42501151	-22.42319347	-22.41613124	-22.41639599	-22.42604107	-22.41966986	-22.41957991	-22.42442993	-22.41652034	-22.4153635	-22.42230427	-22.41684697	-22.41422987	-22.41167795
S12-S52	-0.027734597	-0.0434552	-0.06561884	-0.094217379	-0.122101422	-0.015775297	-0.025275392	-0.037901816	-0.053687828	-0.070446428	-0.083186036	-0.0841555	-0.006596275	-0.011981141	-0.01944066	-0.028908185	-0.03976796	-0.050077028	-0.056801557	-0.05674103	-0.048711072	4.50695E-05	-0.002195738	-0.006041177	-0.011566328	-0.018505188	-0.026060067	-0.032966017	-0.037240969	-0.037518107	-0.033381022	-0.025918079	0.004514507	0.003850139	0.001639992	-0.002182585	-0.007314881	-0.0130598	-0.018346085	-0.022022211	-0.023169378	-0.021598391	-0.017675862	0.010234654	0.011462033	0.011031796	0.008594441	0.0045352	-0.000464569	-0.005452501	-0.009459387	-0.011743568	-0.012090251	-0.010697109	0.017142853	0.020956727	0.022450047	0.021122192	0.017371017	0.012140754	0.006403754	0.001355592	-0.002343188	-0.004406973	-0.004946149	0.025442753	0.032670417	0.036633466	0.03618959	0.031817944	0.02510815	0.01756948	0.01075375	0.005369147	0.001664385	-0.000437126	0.047970456	0.055451874	0.055374182	0.048735748	0.038556649	0.027932127	0.018629907	0.011325371	0.006100139	0.082800927	0.081926445	0.068941956	0.052426958	0.036957744	0.024420726	0.015226853	0.120273076	0.092326036	0.064369638	0.0424995	0.027037742
S12+S52	0.042271766	0.058656351	0.080654806	0.108320923	0.134583008	0.034621137	0.045996418	0.059279761	0.074687968	0.090047375	0.100617476	0.098874305	0.029018529	0.037903494	0.047433418	0.057503327	0.067638254	0.075984347	0.079817784	0.076243122	0.064240827	0.024204406	0.032446168	0.040514732	0.048408365	0.055793899	0.061933761	0.066057716	0.066364258	0.062025732	0.052982447	0.040517975	0.027489612	0.035796943	0.043313799	0.049853486	0.055156986	0.058478476	0.059596516	0.057906873	0.053080394	0.045398578	0.035380876	0.031098064	0.03971882	0.047234736	0.05265388	0.056045922	0.057205527	0.056240393	0.05276543	0.047205092	0.039850548	0.031183343	0.035157619	0.045206884	0.052997498	0.057653744	0.059326854	0.058389276	0.054906573	0.049763426	0.043242582	0.035683724	0.027557125	0.040370854	0.052655025	0.061614547	0.065794757	0.06537779	0.061644735	0.055421529	0.048152235	0.040362989	0.032254986	0.02413634	0.063814409	0.07523613	0.078715802	0.075018143	0.06681644	0.056971636	0.047047512	0.037619663	0.028821919	0.097808227	0.099731279	0.088861459	0.073760568	0.058707428	0.045411443	0.034399953	0.133020771	0.106652695	0.079689229	0.057971497	0.041803727
(S12-S52)/(S12+S52)	-0.656102145	-0.740843897	-0.813576309	-0.869798523	-0.907257342	-0.455655069	-0.549507823	-0.639371949	-0.718828342	-0.782326279	-0.826755347	-0.851136201	-0.22731252	-0.31609594	-0.409851555	-0.502721955	-0.587950711	-0.659044006	-0.711640373	-0.744211791	-0.758257231	0.001862036	-0.067673255	-0.149110615	-0.238932417	-0.33167045	-0.4207732	-0.499048688	-0.561160034	-0.604879715	-0.630039265	-0.639668667	0.164225914	0.107554964	0.037863047	-0.043779997	-0.132619302	-0.22332661	-0.307838212	-0.380303931	-0.436495967	-0.47575038	-0.499588016	0.329109045	0.288579378	0.233552603	0.163225212	0.080919355	-0.008121058	-0.096949904	-0.179272425	-0.248777568	-0.303389824	-0.343039205	0.487599958	0.463573794	0.42360578	0.366362874	0.292801916	0.207927801	0.116630002	0.027240724	-0.054187055	-0.123500918	-0.179487123	0.630225783	0.620461528	0.594558715	0.550037604	0.486678177	0.407304051	0.317015436	0.223328153	0.13302155	0.051600862	-0.018110702	0.751718252	0.73703783	0.703469695	0.649652813	0.577053329	0.49028128	0.395980692	0.30104925	0.211649301	0.846564031	0.821471916	0.775836417	0.710772162	0.629524163	0.537765901	0.442641671	0.904167633	0.865669975	0.807758329	0.733110276	0.646778269
S32-S42	0.025565644	0.017329602	0.010427643	0.004768626	0.000335349	0.047851351	0.032895348	0.021153542	0.011801785	0.004209958	-0.001787637	-0.006161996	0.082655813	0.055588204	0.036821077	0.02267746	0.011425004	0.002126698	-0.005508404	-0.011417706	-0.015171348	0.120035466	0.081954233	0.055656153	0.036503947	0.021528689	0.009100852	-0.00157385	-0.010858684	-0.018639389	-0.024352965	-0.026791304	0.092565413	0.069309524	0.049022861	0.032201814	0.017885413	0.005124134	-0.006610001	-0.017619281	-0.027885026	-0.036773273	-0.042249848	0.064610511	0.052584116	0.038990364	0.025448474	0.012607378	0.000183739	-0.012268833	-0.025041855	-0.038426791	-0.052070429	-0.06403727	0.042647483	0.037253569	0.028389697	0.017999243	0.006950447	-0.004763453	-0.01747804	-0.0317738	-0.048476416	-0.068519517	-0.092085027	0.027206433	0.024727869	0.018993706	0.011181966	0.001896805	-0.008787331	-0.021152804	-0.036080473	-0.055166727	-0.081111795	-0.119242157	0.015473279	0.011665842	0.005764229	-0.001846927	-0.011104791	-0.022336842	-0.036424785	-0.05508364	-0.082010441	0.006379064	0.002011601	-0.003980694	-0.011557194	-0.020907886	-0.032483054	-0.047576109	-0.000181391	-0.004595033	-0.010264131	-0.017127864	-0.025321995
