BPM Serial No.	16elec																																																																																																																																																																																																																																																																																																																																																																																				
BPM Size	110																																																																																																																																																																																																																																																																																																																																																																																				
"Experi,menter"	Tajima      Hanamura      Kawachi      																																																																																																																																																																																																																																																																																																																																																																																				
Meas. Start Time	2019/08/2623:30																																																																																																																																																																																																																																																																																																																																																																																				
Meas. Finish Time	2019/08/2703:19																																																																																																																																																																																																																																																																																																																																																																																				
Linear Scale Origin X(mm)	-99.673																																																																																																																																																																																																																																																																																																																																																																																				
Linear Scale Origin Y(mm)	88.51																																																																																																																																																																																																																																																																																																																																																																																				
note																																																																																																																																																																																																																																																																																																																																																																																					
																																																																																																																																																																																																																																																																																																																																																																																					
																																																																																																																																																																																																																																																																																																																																																																																					
Data Point Number	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	187	188	189	190	191	192	193	194	195	196	197	198	199	200	201	202	203	204	205	206	207	208	209	210	211	212	213	214	215	216	217	218	219	220	221	222	223	224	225	226	227	228	229	230	231	232	233	234	235	236	237	238	239	240	241	242	243	244	245	246	247	248	249	250	251	252	253	254	255	256	257	258	259	260	261	262	263	264	265	266	267	268	269	270	271	272	273	274	275	276	277	278	279	280	281	282	283	284	285	286	287	288	289	290	291	292	293	294	295	296	297	298	299	300	301	302	303	304	305	306	307	308	309	310	311	312	313	314	315	316	317	318	319	320	321	322	323	324	325	326	327	328	329	330	331	332	333	334	335	336	337	338	339	340	341	342	343	344	345	346	347	348	349	350	351	352	353	354	355	356	357	358	359	360	361	362	363	364	365	366	367	368	369	370	371	372	373
R(beam)[mm]	20.001	15.004	10.004	5.003	0.003	-4.998	-9.998	-14.998	-19.999	30.003	25.005	20.005	15.004	10.004	5.003	0.003	-4.998	-9.998	-14.998	-19.999	-24.999	-30	35.003	30.006	25.005	20.005	15.004	10.004	5.004	0.003	-4.998	-9.998	-14.998	-19.999	-24.999	-30	-35.001	40.004	35.006	30.006	25.005	20.005	15.004	10.004	5.004	0.003	-4.998	-9.998	-14.998	-19.999	-24.999	-30	-35	-40.001	45.004	40.007	35.006	30.006	25.005	20.005	15.004	10.004	5.003	0.003	-4.998	-9.998	-14.998	-19.999	-24.999	-30	-35	-40.001	-45.002	45.005	40.007	35.006	30.005	25.005	20.005	15.004	10.004	5.003	0.003	-4.998	-9.998	-14.998	-19.999	-24.999	-30	-35	-40.001	-45.001	50.005	45.007	40.007	35.006	30.005	25.005	20.005	15.004	10.004	5.004	0.003	-4.998	-9.998	-14.998	-19.998	-24.999	-30	-35	-40.001	-45.001	-50.002	50.005	45.007	40.007	35.006	30.005	25.005	20.005	15.004	10.004	5.004	0.003	-4.998	-9.998	-14.998	-19.999	-24.999	-30	-35	-40.001	-45.002	-50.002	50.005	45.007	40.007	35.006	30.006	25.005	20.005	15.004	10.004	5.004	0.003	-4.998	-9.998	-14.998	-19.999	-24.999	-30	-35	-40.001	-45.002	-50.002	50.005	45.007	40.007	35.006	30.005	25.005	20.005	15.004	10.004	5.004	0.003	-4.998	-9.998	-14.998	-19.998	-24.999	-30	-35	-40.001	-45.002	-50.002	50.005	45.007	40.007	35.006	30.006	25.005	20.005	15.004	10.004	5.004	0.003	-4.998	-9.998	-14.998	-19.998	-24.999	-30	-35	-40.001	-45.001	-50.002	50.005	45.007	40.007	35.006	30.006	25.005	20.005	15.005	10.004	5.004	0.003	-4.998	-9.998	-14.998	-19.998	-24.999	-30	-35	-40.001	-45.002	-50.002	50.005	45.007	40.007	35.006	30.006	25.005	20.005	15.004	10.004	5.004	0.003	-4.998	-9.998	-14.998	-19.999	-24.999	-30	-35	-40.001	-45.002	-50.002	50.005	45.007	40.007	35.006	30.006	25.005	20.005	15.004	10.004	5.004	0.003	-4.998	-9.998	-14.998	-19.999	-24.999	-30	-35	-40.001	-45.002	-50.002	50.005	45.007	40.007	35.006	30.006	25.005	20.005	15.004	10.004	5.004	0.003	-4.998	-9.998	-14.998	-19.998	-24.999	-30	-35	-40.001	-45.002	-50.002	45.004	40.007	35.006	30.006	25.005	20.005	15.005	10.004	5.004	0.003	-4.998	-9.998	-14.998	-19.998	-24.999	-30	-35	-40.001	-45.002	45.005	40.007	35.006	30.006	25.005	20.005	15.004	10.004	5.004	0.003	-4.998	-9.998	-14.998	-19.999	-24.999	-30	-35	-40.001	-45.002	40.004	35.006	30.006	25.005	20.005	15.005	10.004	5.003	0.003	-4.998	-9.998	-14.998	-19.998	-24.999	-30	-35	-40.001	35.003	30.006	25.005	20.005	15.005	10.004	5.004	0.003	-4.998	-9.997	-14.998	-19.998	-24.999	-30	-35	30.002	25.005	20.005	15.004	10.004	5.004	0.003	-4.998	-9.997	-14.998	-19.998	-24.999	-30	20.002	15.004	10.004	5.004	0.003	-4.998	-9.997	-14.998	-19.998
Y(beam)[mm]	-49.997	-49.997	-49.997	-49.997	-49.997	-49.997	-49.998	-49.998	-49.998	-45	-45	-45	-45	-45	-45	-45	-45	-45	-45	-45	-45	-45	-40	-40	-40	-40	-40	-40	-40	-40	-40	-40	-40	-40	-40	-40	-40	-35.001	-35	-35	-35	-35	-35	-35	-35	-35	-35	-35	-35.001	-35	-35	-35	-35	-35	-30.001	-30.001	-30.001	-30.001	-30.001	-30.001	-30.001	-30.001	-30.001	-30.001	-30.001	-30.001	-30.001	-30.001	-30.001	-30.001	-30.001	-30.001	-30.001	-25.001	-25.001	-25.001	-25.001	-25.001	-25.001	-25.001	-25.001	-25.001	-25.001	-25.001	-25.001	-25.001	-25.001	-25.001	-25.001	-25.001	-25.001	-25.001	-20.001	-20.001	-20.001	-20.001	-20.001	-20.001	-20.001	-20.001	-20.001	-20.001	-20.001	-20.001	-20.001	-20.001	-20.001	-20.001	-20.001	-20.001	-20.001	-20.001	-20.001	-15.002	-15.002	-15.002	-15.002	-15.002	-15.002	-15.002	-15.002	-15.002	-15.002	-15.002	-15.002	-15.002	-15.002	-15.002	-15.002	-15.002	-15.002	-15.002	-15.002	-15.002	-10.002	-10.002	-10.002	-10.002	-10.002	-10.002	-10.002	-10.002	-10.002	-10.002	-10.002	-10.002	-10.002	-10.002	-10.002	-10.002	-10.002	-10.002	-10.002	-10.002	-10.002	-5.002	-5.002	-5.002	-5.002	-5.002	-5.002	-5.002	-5.002	-5.002	-5.002	-5.002	-5.002	-5.002	-5.002	-5.002	-5.002	-5.002	-5.002	-5.002	-5.002	-5.002	-0.002	-0.002	-0.002	-0.002	-0.002	-0.002	-0.002	-0.002	-0.002	-0.002	-0.002	-0.002	-0.002	-0.002	-0.002	-0.002	-0.002	-0.002	-0.002	-0.002	-0.002	4.998	4.998	4.998	4.998	4.998	4.998	4.998	4.998	4.998	4.998	4.998	4.998	4.998	4.998	4.998	4.998	4.998	4.998	4.998	4.998	4.998	9.998	9.998	9.998	9.998	9.998	9.998	9.998	9.998	9.998	9.998	9.998	9.998	9.998	9.998	9.998	9.998	9.998	9.998	9.998	9.998	9.998	14.997	14.998	14.997	14.997	14.997	14.997	14.997	14.997	14.997	14.997	14.997	14.997	14.997	14.997	14.997	14.997	14.997	14.998	14.998	14.998	14.998	19.998	19.998	19.998	19.998	19.998	19.998	19.998	19.998	19.998	19.998	19.998	19.998	19.998	19.998	19.998	19.998	19.998	19.998	19.998	19.998	19.998	24.997	24.997	24.997	24.997	24.997	24.997	24.997	24.997	24.997	24.997	24.997	24.997	24.997	24.997	24.997	24.997	24.997	24.997	24.997	29.997	29.997	29.997	29.997	29.997	29.997	29.997	29.997	29.997	29.997	29.997	29.997	29.997	29.997	29.997	29.997	29.997	29.997	29.997	34.997	34.997	34.997	34.997	34.997	34.997	34.997	34.997	34.997	34.997	34.997	34.997	34.997	34.997	34.997	34.997	34.997	39.997	39.998	39.998	39.998	39.998	39.997	39.997	39.997	39.997	39.997	39.997	39.997	39.998	39.998	39.998	44.997	44.997	44.997	44.997	44.997	44.997	44.997	44.997	44.997	44.997	44.997	44.997	44.997	49.998	49.998	49.998	49.998	49.998	49.998	49.998	49.998	49.998
S32-5.1MHz(dB)	-35.22777194	-36.84630363	-38.3685279	-39.81118081	-41.21809239	-42.64634344	-44.05665327	-45.50210078	-47.97446976	-31.73368756	-33.35322835	-34.96976115	-36.46915734	-37.88828076	-39.32098197	-40.69205919	-42.06266341	-43.40941146	-44.76217658	-46.18897915	-47.63235886	-49.1425976	-30.74373663	-32.17110989	-33.60246793	-35.05557402	-36.41112432	-37.78548945	-40.52154916	-41.81169151	-41.71949999	-42.98577816	-44.30894291	-45.67730568	-47.02255538	-48.49273556	-50.02804575	-30.74096982	-31.73025337	-32.9091505	-34.08281282	-35.32360322	-36.5804985	-37.89232655	-39.08192006	-41.74529262	-41.56958956	-42.81606795	-44.03777543	-45.36820525	-46.6562683	-48.03384239	-49.49377195	-51.04929176	-31.66932606	-32.15725051	-32.88825167	-33.79406322	-34.78059196	-35.85032374	-36.95125477	-38.08824973	-39.21317725	-40.37462418	-41.57148267	-42.73366596	-43.9450245	-45.14576493	-46.47176793	-47.77061482	-49.16220034	-50.65490074	-52.29971797	-34.97105611	-33.55200707	-34.0650592	-34.79823492	-35.64304152	-36.53352634	-37.54111193	-38.49827177	-39.56215888	-40.64868255	-41.76260419	-42.82889187	-43.97811599	-45.16575639	-46.41768328	-47.6887546	-49.04423807	-50.43116424	-51.96216046	-36.79983232	-34.93218556	-35.0156584	-35.33344906	-35.89363919	-36.59494714	-37.27328743	-38.20569395	-40.55761441	-39.97755887	-40.9970083	-41.98542567	-43.03453121	-44.15544817	-45.24576761	-46.42084706	-47.61926572	-48.93553524	-50.32635267	-51.78425295	-53.44160294	-36.79715252	-36.5020276	-36.37807582	-36.56198047	-36.9699564	-37.48798835	-38.13672652	-38.9022427	-39.68202498	-40.54877462	-41.43872661	-42.37257798	-43.36721896	-44.39249479	-45.4554728	-46.58095233	-47.75055104	-49.03494642	-50.35648357	-51.79006299	-53.35466903	-38.36176768	-37.88250019	-37.79336837	-37.81838675	-38.08581565	-38.52433155	-39.05213524	-39.69958304	-40.4222037	-41.19140713	-41.98166299	-42.85028383	-43.7796074	-44.75548353	-45.78526769	-46.83347286	-47.98668179	-49.17338806	-50.46965241	-51.88780894	-53.38240243	-39.78830035	-39.28272096	-39.07262998	-39.03374986	-39.20330623	-39.53076079	-39.98419059	-40.51581765	-41.14649954	-41.86471709	-42.64134593	-43.41062547	-44.29009552	-45.22187569	-46.18862799	-47.30632407	-48.32686502	-49.48063478	-50.72863556	-52.08031343	-53.58535037	-41.24439655	-40.67850648	-40.41981994	-40.28000897	-40.38208518	-40.59943866	-40.96479688	-41.44532054	-42.02147064	-42.6324652	-43.29486756	-44.06190479	-44.87202285	-45.74026578	-46.6632279	-47.64193835	-48.7397936	-49.83414274	-51.05548832	-52.39252293	-53.85978446	-42.67253547	-42.05292686	-41.69671323	-41.53517041	-41.52565755	-41.70220944	-41.97864172	-42.39373494	-42.85077349	-43.41841736	-44.05045204	-44.74962926	-45.51780119	-46.34564987	-47.23511996	-48.16567369	-49.18441754	-50.28586315	-51.48929867	-52.81652599	-54.24922035	-44.05581815	-43.3824885	-42.9713131	-42.76371655	-42.71135753	-42.830543	-43.03413704	-43.36484313	-43.79900642	-44.2832599	-44.88315955	-45.51558663	-46.23224363	-47.02585748	-47.88179394	-48.75806976	-49.76703792	-50.82811681	-52.03065127	-53.29023021	-54.71130494	-45.4422279	-44.75872408	-44.2864139	-44.05688241	-43.91752057	-43.95314789	-44.137587	-44.38325442	-44.75145042	-45.19956757	-45.73286515	-46.35903884	-47.0471496	-47.7527935	-48.56449843	-49.44348111	-50.41972867	-51.47872681	-52.62203807	-53.90683419	-55.34238856	-46.8992303	-46.15104754	-45.63164312	-45.31015221	-45.14558436	-45.12857834	-45.24886407	-45.46554712	-45.78402416	-46.17062008	-46.66517453	-47.2387967	-47.8732023	-48.56350689	-49.34516897	-50.20312865	-51.14609044	-52.16815608	-53.32782271	-54.59553694	-56.04874304	-47.61116586	-47.0257756	-46.64292119	-46.4169229	-46.34849255	-46.40180785	-46.57568096	-46.83613295	-47.19738282	-47.63808765	-48.17556553	-48.77156758	-49.43388179	-50.19871105	-51.03829033	-51.96563013	-53.01521778	-54.14387491	-55.41735647	-49.15662357	-48.47711658	-48.01996661	-47.7584536	-47.62314029	-47.62803326	-47.74602964	-47.96770287	-48.29187563	-48.69693407	-49.1918708	-49.75122653	-50.40954676	-51.13027736	-51.95699785	-52.88664193	-53.93454054	-55.09247784	-56.38593223	-50.01669918	-49.47900013	-49.17764877	-48.97846977	-48.9236226	-48.99090883	-49.17307063	-49.44915525	-49.82536449	-50.27791523	-50.83448219	-51.4499032	-52.16870217	-52.98974115	-53.91002021	-54.9720655	-56.14258595	-51.04922081	-50.65703788	-50.40061369	-50.32024662	-50.32900596	-50.45914572	-50.69735599	-51.04529155	-51.48068363	-51.99398389	-52.62308747	-53.31665586	-54.13879022	-55.08019303	-56.14017493	-52.26837833	-51.94616395	-51.79305014	-51.75325726	-51.85422897	-52.08286571	-52.37698966	-52.79607322	-53.27897096	-53.89283185	-54.61619168	-55.44456989	-56.41665556	-53.43877089	-53.33175534	-53.41246194	-53.5515502	-53.83647905	-54.23116156	-54.70110412	-55.35312135	-56.05988027
S42-5.1MHz(dB)	-56.26493301	-55.53586384	-54.95845153	-54.43087892	-54.07287998	-53.78676191	-53.60459983	-53.56723762	-53.84669364	-56.62337394	-55.67349762	-54.84113777	-54.12148013	-53.51417247	-53.01836489	-52.61971483	-52.28939836	-52.08113514	-51.98321874	-51.99889188	-52.17012086	-52.47968062	-56.3910053	-55.31870554	-54.37804159	-53.59098102	-52.85728232	-52.239133	-52.1987684	-51.84274114	-50.93780184	-50.67335615	-50.54676987	-50.534564	-50.59893182	-50.86784808	-51.26295547	-56.38944655	-55.20523521	-54.16312902	-53.21915226	-52.41005377	-51.68327912	-51.09868678	-50.52867607	-50.78232394	-49.70049492	-49.42051791	-49.22107363	-49.17562196	-49.19348336	-49.36153074	-49.69089947	-50.21237725	-56.64553004	-55.31598111	-54.14779393	-53.13869006	-52.20935893	-51.38782145	-50.63316654	-49.97443181	-49.40900776	-48.91534804	-48.54205885	-48.20380814	-47.97013998	-47.83751865	-47.87113298	-47.95563598	-48.23798307	-48.67857288	-49.33066528	-55.59849381	-54.36200971	-53.20979593	-52.224069	-51.30180638	-50.44306243	-49.7097692	-48.99544732	-48.41147707	-47.89912521	-47.46297981	-47.0666078	-46.8036833	-46.64689393	-46.61363086	-46.68870008	-46.9125183	-47.24620715	-47.83092765	-56.09030424	-54.83638597	-53.57171404	-52.41585736	-51.40730554	-50.48183802	-49.57273322	-48.84224052	-49.04404527	-47.4523835	-46.90256526	-46.39019507	-45.98733847	-45.69960987	-45.45056021	-45.34805905	-45.36374248	-45.51924647	-45.86932079	-46.36746128	-47.14948802	-55.56542987	-54.145475	-52.85751196	-51.69881886	-50.66235561	-49.6794953	-48.80024761	-48.01954246	-47.245594	-46.57608123	-45.96596129	-45.42446954	-44.96995033	-44.60325416	-44.3215233	-44.16469503	-44.12154029	-44.25637973	-44.52995169	-44.9832284	-45.65314986	-54.98008779	-53.49901748	-52.25672249	-51.06446899	-49.99131758	-49.02288726	-48.08947094	-47.27135536	-46.48513761	-45.76434374	-45.09521892	-44.50270762	-43.99153769	-43.57317217	-43.25705441	-43.02204765	-42.92849291	-42.96533214	-43.18333688	-43.61992495	-44.2270785	-54.45059766	-53.01801271	-51.69475209	-50.50438331	-49.41123883	-48.39610711	-47.45956747	-46.55670674	-45.73778829	-44.98605328	-44.30155125	-43.62754383	-43.06978932	-42.61864535	-42.21136267	-42.01314271	-41.7806538	-41.73885822	-41.88695236	-42.23930377	-42.84238054	-54.06840909	-52.60582162	-51.29231813	-50.05454994	-48.93773265	-47.8569835	-46.88911374	-45.9860011	-45.12654725	-44.30278702	-43.51629611	-42.82885251	-42.1891589	-41.63792982	-41.1764171	-40.80415589	-40.62168366	-40.49002723	-40.57770734	-40.90122891	-41.42821075	-53.81047957	-52.29738454	-50.94611983	-49.68564749	-48.50528387	-47.43664745	-46.4007219	-45.45452182	-44.50520174	-43.63298213	-42.8247355	-42.05353791	-41.37687985	-40.74199852	-40.21599276	-39.73693344	-39.41665977	-39.25808759	-39.26001089	-39.55596747	-40.03074192	-53.6227047	-52.08862465	-50.69761208	-49.41660873	-48.20215331	-47.08545035	-45.99118104	-44.97973649	-44.01693747	-43.07948539	-42.2163355	-41.36112611	-40.58269219	-39.88761421	-39.2682494	-38.69496045	-38.28957267	-38.009544	-37.96048013	-38.07307776	-38.5148427	-53.5622234	-51.99409794	-50.55810506	-49.24171395	-47.97813671	-46.79765201	-45.70483464	-44.60949649	-43.58160393	-42.59021475	-41.63698487	-40.76129478	-39.91437351	-39.0761724	-38.33456217	-37.68941444	-37.17061527	-36.77655308	-36.5737811	-36.62098027	-36.98552973	-53.64648844	-52.02171419	-50.5183858	-49.15312453	-47.85081624	-46.62976478	-45.47367729	-44.33935828	-43.27258284	-42.20521572	-41.18267855	-40.22275108	-39.2711622	-38.34165917	-37.48366611	-36.71839497	-36.04084077	-35.51347165	-35.19650741	-35.11189962	-35.38725791	-52.18713165	-50.62366954	-49.18623354	-47.85541617	-46.56768385	-45.36225205	-44.18179926	-43.03057222	-41.91984599	-40.82022594	-39.76403661	-38.71854987	-37.68655296	-36.71354111	-35.79912551	-34.97374363	-34.29039727	-33.77625264	-33.55337969	-52.51691734	-50.86712366	-49.38786818	-47.97832628	-46.64349051	-45.38319588	-44.1385771	-42.93603049	-41.75720701	-40.59255478	-39.43748296	-38.29579937	-37.15891845	-36.0526008	-34.97698542	-33.97520803	-33.08254293	-32.3465811	-31.89142796	-51.28901098	-49.71460479	-48.27397642	-46.86813903	-45.55583908	-44.24817923	-42.97750422	-41.73273702	-40.5035191	-39.26757217	-38.03488077	-36.779438	-35.52818046	-34.28715739	-33.07644586	-31.93464207	-30.94134725	-50.2203442	-48.70149563	-47.23937717	-45.85225336	-44.51326174	-43.19485757	-41.88967825	-40.58881462	-39.27447566	-37.94443469	-36.58852526	-35.206158	-33.79279498	-32.35590206	-30.93685779	-49.33796101	-47.82404559	-46.38024854	-44.97753408	-43.59802957	-42.24327744	-40.89750609	-39.5510616	-38.09856016	-36.64891946	-35.14403965	-33.57173774	-31.92307656	-47.12833346	-45.66606127	-44.23998738	-42.83762188	-41.42883069	-40.00381475	-38.54465529	-37.02600442	-35.43090597
S12-5.1MHz(dB)	-53.36499803	-53.33633016	-53.35706455	-53.53485245	-53.79665579	-54.19304628	-54.67102904	-55.31743711	-56.99572994	-52.23392526	-51.89763532	-51.78183611	-51.74627415	-51.79601254	-52.04303912	-52.32979672	-52.75298017	-53.22727577	-53.83194533	-54.57464131	-55.39680832	-56.33323633	-51.04575582	-50.62922366	-50.37411108	-50.30884041	-50.30528026	-50.45785264	-52.00682339	-52.32844971	-51.45419033	-51.94828381	-52.56018808	-53.28493192	-54.09386108	-55.04708872	-56.08106904	-49.99788514	-49.46601048	-49.15551877	-48.92405542	-48.89541998	-48.96804121	-49.20612872	-49.43284024	-51.1836124	-50.27277494	-50.81504536	-51.4120771	-52.15903569	-52.93828506	-53.86565506	-54.89978527	-56.09954172	-49.07720375	-48.44360704	-48.00887327	-47.74556883	-47.58959437	-47.60540458	-47.71414939	-47.93186169	-48.22415257	-48.63091993	-49.15611307	-49.70726341	-50.35764514	-51.08929426	-51.93256502	-52.82337557	-53.85108594	-55.00831786	-56.33620763	-49.06884652	-46.95702881	-46.60287892	-46.40903351	-46.3593583	-46.38901682	-46.58545475	-46.78913527	-47.16558525	-47.62960499	-48.17658455	-48.72056876	-49.39475703	-50.16377345	-51.02606812	-51.94885294	-53.00791209	-54.10941371	-55.40748093	-48.39002858	-46.13049171	-45.62485064	-45.28562058	-45.16962798	-45.17599681	-45.18651706	-45.477803	-47.29015483	-46.11165809	-46.61968153	-47.14787227	-47.78455421	-48.53007692	-49.27265794	-50.13816848	-51.03805927	-52.11884446	-53.27014558	-54.54895599	-56.00947159	-45.41023801	-44.78198878	-44.26220385	-43.97809098	-43.90027328	-43.9184324	-44.0761219	-44.37121056	-44.71519853	-45.15761723	-45.67825359	-46.25838148	-46.93608498	-47.67939627	-48.48003008	-49.36585727	-50.31708637	-51.41039386	-52.54957816	-53.85441825	-55.25642107	-44.0261638	-43.34429557	-43.00569741	-42.72795474	-42.66760474	-42.79956455	-43.00167985	-43.33770064	-43.76539488	-44.25792876	-44.7969924	-45.44369537	-46.15094996	-46.92744377	-47.78842865	-48.69654345	-49.70089653	-50.74883808	-51.93381103	-53.25051691	-54.637263	-42.58296529	-41.97894686	-41.64764715	-41.45743549	-41.46671898	-41.63305268	-41.92281931	-42.30219345	-42.78357033	-43.37440716	-44.01927397	-44.68094977	-45.44287083	-46.29642968	-47.15652401	-48.19620236	-49.14498764	-50.22539543	-51.42482783	-52.73240622	-54.17131115	-41.20984043	-40.63310957	-40.37305967	-40.22872496	-40.32534693	-40.52791394	-40.89546559	-41.37797952	-41.95434304	-42.56125996	-43.21419903	-43.98626132	-44.7868014	-45.65325993	-46.57296478	-47.56990198	-48.65330979	-49.74520442	-50.9676946	-52.32748971	-53.74815962	-39.80423752	-39.26823435	-39.03438591	-39.00012764	-39.14296514	-39.4692009	-39.90774511	-40.4737384	-41.06415072	-41.76949024	-42.52395427	-43.33495379	-44.22974531	-45.13373046	-46.11233031	-47.10937046	-48.21428959	-49.38711886	-50.62608864	-52.04086379	-53.53736234	-38.31501261	-37.82617272	-37.6670318	-37.74511106	-37.99888254	-38.44617956	-38.95369202	-39.58691554	-40.31928878	-41.06770795	-41.92012897	-42.76947196	-43.70333765	-44.67679674	-45.71585411	-46.75784914	-47.92061346	-49.08968079	-50.41027409	-51.76279246	-53.30462789	-36.7426973	-36.38178083	-36.30185907	-36.53065461	-36.86200158	-37.39685011	-38.06329785	-38.77430603	-39.57077305	-40.43072237	-41.33471091	-42.314285	-43.31222476	-44.31627776	-45.36938503	-46.49263433	-47.69250467	-48.92468582	-50.24070044	-51.68072535	-53.25397457	-35.14572909	-34.86625555	-34.9123123	-35.24042601	-35.7540347	-36.41643613	-37.19701188	-38.03828299	-38.96002314	-39.89247056	-40.87970683	-41.92010655	-42.9783533	-44.03428837	-45.15655062	-46.33457667	-47.54617839	-48.8154822	-50.22514188	-51.69684922	-53.34159712	-33.30836514	-33.49735458	-33.99596027	-34.68157986	-35.49797708	-36.40896063	-37.38477596	-38.39922135	-39.4460633	-40.51347061	-41.61349669	-42.73922908	-43.86758807	-45.04025287	-46.26691345	-47.53715671	-48.89508911	-50.32059963	-51.86738289	-31.68636106	-32.07170557	-32.7779133	-33.67547849	-34.66940273	-35.74657097	-36.84678522	-37.97591132	-39.12011332	-40.27414762	-41.44515713	-42.62234034	-43.82354475	-45.06225006	-46.3375072	-47.66396765	-49.06175515	-50.54540287	-52.15444381	-30.66569173	-31.6254115	-32.80237246	-33.97491668	-35.22952821	-36.46522821	-37.70363183	-38.94268551	-40.18096666	-41.41928788	-42.6771736	-43.92426909	-45.21693959	-46.54994404	-47.92724363	-49.39738927	-50.97714551	-30.62416029	-32.05566472	-33.46757636	-34.88115895	-36.26433876	-37.61949498	-38.94562349	-40.26495929	-41.5638675	-42.87111325	-44.17764138	-45.53777725	-46.93535297	-48.3821567	-49.9071392	-31.58122759	-33.23553328	-34.82888949	-36.3194784	-37.76659241	-39.18182651	-40.56845046	-41.96746045	-43.28331081	-44.65214618	-46.05764337	-47.49827342	-49.01526414	-35.08921563	-36.6853319	-38.20583598	-39.66374848	-41.09772814	-42.50542496	-43.92688859	-45.34875867	-46.78789069
