BPM Serial No.	16elec																																																																																																																																																																																																																																																																																																																																																																																				
BPM Size	110																																																																																																																																																																																																																																																																																																																																																																																				
"Experi,menter"	Tajima      Hanamura      Kawachi      																																																																																																																																																																																																																																																																																																																																																																																				
Meas. Start Time	2019/08/2703:28																																																																																																																																																																																																																																																																																																																																																																																				
Meas. Finish Time	2019/08/2707:31																																																																																																																																																																																																																																																																																																																																																																																				
Linear Scale Origin X(mm)	-99.673																																																																																																																																																																																																																																																																																																																																																																																				
Linear Scale Origin Y(mm)	88.51																																																																																																																																																																																																																																																																																																																																																																																				
note																																																																																																																																																																																																																																																																																																																																																																																					
																																																																																																																																																																																																																																																																																																																																																																																					
																																																																																																																																																																																																																																																																																																																																																																																					
Data Point Number	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	187	188	189	190	191	192	193	194	195	196	197	198	199	200	201	202	203	204	205	206	207	208	209	210	211	212	213	214	215	216	217	218	219	220	221	222	223	224	225	226	227	228	229	230	231	232	233	234	235	236	237	238	239	240	241	242	243	244	245	246	247	248	249	250	251	252	253	254	255	256	257	258	259	260	261	262	263	264	265	266	267	268	269	270	271	272	273	274	275	276	277	278	279	280	281	282	283	284	285	286	287	288	289	290	291	292	293	294	295	296	297	298	299	300	301	302	303	304	305	306	307	308	309	310	311	312	313	314	315	316	317	318	319	320	321	322	323	324	325	326	327	328	329	330	331	332	333	334	335	336	337	338	339	340	341	342	343	344	345	346	347	348	349	350	351	352	353	354	355	356	357	358	359	360	361	362	363	364	365	366	367	368	369	370	371	372	373
R(beam)[mm]	20.001	15.004	10.004	5.004	0.003	-4.998	-9.998	-14.998	-19.998	30.002	25.005	20.005	15.004	10.004	5.004	0.003	-4.998	-9.997	-14.998	-19.998	-24.999	-30	35.003	30.006	25.005	20.005	15.004	10.004	5.004	0.003	-4.998	-9.998	-14.998	-19.999	-24.999	-30	-35	40.004	35.006	30.005	25.005	20.005	15.004	10.004	5.004	0.003	-4.998	-9.997	-14.998	-19.999	-24.999	-30	-35	-40.001	45.005	40.007	35.006	30.005	25.005	20.005	15.005	10.004	5.004	0.003	-4.998	-9.998	-14.998	-19.999	-24.999	-30	-35.001	-40.001	-45.001	45.004	40.007	35.006	30.006	25.005	20.005	15.004	10.004	5.004	0.003	-4.998	-9.997	-14.998	-19.999	-24.999	-30	-35	-40.001	-45.001	50.005	45.007	40.007	35.006	30.006	25.005	20.005	15.004	10.004	5.004	0.003	-4.998	-9.998	-14.998	-19.998	-24.999	-30	-35	-40.001	-45.001	-50.002	50.005	45.007	40.007	35.006	30.006	25.005	20.005	15.004	10.004	5.004	0.003	-4.998	-9.998	-14.998	-19.999	-24.999	-30	-35	-40.001	-45.002	-50.002	50.005	45.007	40.007	35.006	30.005	25.005	20.005	15.005	10.004	5.004	0.003	-4.998	-9.997	-14.998	-19.998	-24.999	-30	-35	-40.001	-45.002	-50.002	50.005	45.007	40.007	35.006	30.005	25.005	20.005	15.004	10.004	5.004	0.003	-4.998	-9.998	-14.998	-19.998	-24.999	-30	-35	-40.001	-45.002	-50.002	50.005	45.007	40.007	35.006	30.006	25.005	20.005	15.004	10.004	5.004	0.003	-4.998	-9.998	-14.998	-19.998	-24.999	-30	-35	-40.001	-45.002	-50.002	50.005	45.007	40.007	35.006	30.005	25.005	20.005	15.004	10.004	5.004	0.003	-4.998	-9.997	-14.998	-19.998	-24.999	-30	-35	-40.001	-45.002	-50.002	50.005	45.007	40.007	35.006	30.006	25.005	20.005	15.004	10.004	5.004	0.003	-4.998	-9.998	-14.998	-19.998	-24.999	-30	-35	-40.001	-45.002	-50.002	50.005	45.007	40.007	35.006	30.006	25.005	20.005	15.004	10.004	5.004	0.003	-4.998	-9.998	-14.998	-19.998	-24.999	-30	-35	-40.001	-45.002	-50.002	50.005	45.007	40.007	35.006	30.006	25.005	20.005	15.004	10.004	5.004	0.003	-4.998	-9.997	-14.998	-19.999	-24.999	-30	-35	-40.001	-45.002	-50.002	45.005	40.007	35.006	30.005	25.005	20.005	15.004	10.004	5.004	0.003	-4.998	-9.998	-14.998	-19.998	-24.999	-30	-35	-40.001	-45.002	45.005	40.007	35.006	30.005	25.005	20.005	15.004	10.004	5.003	0.003	-4.998	-9.997	-14.998	-19.999	-24.999	-30	-35	-40.001	-45.001	40.004	35.006	30.005	25.005	20.005	15.004	10.004	5.004	0.003	-4.998	-9.998	-14.998	-19.999	-24.999	-30	-35.001	-40.001	35.003	30.006	25.005	20.005	15.004	10.004	5.004	0.003	-4.998	-9.998	-14.998	-19.999	-24.999	-30	-35	30.003	25.005	20.005	15.004	10.004	5.004	0.003	-4.998	-9.998	-14.998	-19.999	-24.999	-30	20.002	15.004	10.004	5.004	0.003	-4.998	-9.998	-14.998	-19.999
Y(beam)[mm]	-49.998	-49.998	-49.998	-49.998	-49.998	-49.998	-49.998	-49.998	-49.998	-45	-45	-45	-45	-45	-45	-45	-45	-45	-45	-45	-45	-45	-40.001	-40.001	-40.001	-40.001	-40.001	-40.001	-40.001	-40.001	-40.001	-40.001	-40.001	-40.001	-40.001	-40.001	-40.001	-35.001	-35.001	-35.001	-35.001	-35.001	-35.001	-35.001	-35.001	-35.001	-35.001	-35.001	-35.001	-35.001	-35.001	-35.001	-35.001	-35.001	-30.001	-30.001	-30.001	-30.001	-30.001	-30.001	-30.001	-30.001	-30.001	-30.001	-30.001	-30.001	-30.001	-30.001	-30.001	-30.001	-30.001	-30.001	-30.001	-25.002	-25.002	-25.002	-25.002	-25.002	-25.002	-25.002	-25.002	-25.002	-25.002	-25.002	-25.002	-25.002	-25.002	-25.002	-25.002	-25.002	-25.002	-25.001	-20.002	-20.002	-20.002	-20.002	-20.002	-20.002	-20.002	-20.002	-20.002	-20.002	-20.002	-20.002	-20.002	-20.002	-20.002	-20.002	-20.002	-20.002	-20.002	-20.002	-20.002	-15.002	-15.002	-15.002	-15.002	-15.002	-15.002	-15.002	-15.002	-15.002	-15.002	-15.002	-15.002	-15.002	-15.002	-15.002	-15.002	-15.002	-15.002	-15.002	-15.002	-15.002	-10.003	-10.003	-10.003	-10.003	-10.003	-10.003	-10.003	-10.003	-10.003	-10.003	-10.003	-10.003	-10.003	-10.003	-10.003	-10.003	-10.003	-10.003	-10.003	-10.003	-10.003	-5.003	-5.003	-5.003	-5.003	-5.003	-5.003	-5.003	-5.003	-5.003	-5.003	-5.003	-5.003	-5.003	-5.003	-5.003	-5.003	-5.003	-5.003	-5.003	-5.003	-5.003	-0.003	-0.003	-0.003	-0.003	-0.003	-0.003	-0.003	-0.003	-0.003	-0.003	-0.003	-0.003	-0.003	-0.003	-0.003	-0.003	-0.003	-0.003	-0.003	-0.003	-0.003	4.997	4.997	4.997	4.997	4.997	4.997	4.997	4.997	4.997	4.997	4.997	4.997	4.997	4.997	4.997	4.997	4.997	4.997	4.997	4.997	4.997	9.997	9.997	9.997	9.997	9.997	9.997	9.997	9.997	9.997	9.997	9.997	9.997	9.997	9.997	9.997	9.997	9.997	9.997	9.997	9.997	9.997	14.997	14.997	14.997	14.997	14.997	14.997	14.997	14.997	14.997	14.997	14.997	14.997	14.997	14.997	14.997	14.997	14.997	14.997	14.997	14.997	14.997	19.997	19.997	19.997	19.997	19.997	19.997	19.997	19.997	19.997	19.997	19.997	19.997	19.997	19.997	19.997	19.997	19.997	19.997	19.997	19.997	19.997	24.996	24.996	24.996	24.996	24.996	24.996	24.996	24.996	24.996	24.996	24.996	24.996	24.996	24.996	24.996	24.996	24.996	24.996	24.996	29.996	29.996	29.996	29.996	29.996	29.996	29.996	29.996	29.996	29.996	29.996	29.996	29.996	29.996	29.996	29.996	29.996	29.996	29.996	34.996	34.996	34.996	34.996	34.996	34.996	34.996	34.996	34.996	34.996	34.996	34.996	34.996	34.996	34.996	34.996	34.996	39.996	39.996	39.996	39.996	39.996	39.996	39.996	39.996	39.996	39.996	39.996	39.996	39.996	39.996	39.996	44.996	44.996	44.996	44.996	44.996	44.996	44.996	44.996	44.996	44.996	44.996	44.996	44.996	49.996	49.997	49.997	49.997	49.997	49.996	49.997	49.996	49.996
S32-5.1MHz(dB)	-30.47227251	-31.30536387	-32.54992723	-33.90490367	-35.38740105	-36.92664591	-38.55941688	-40.11570792	-41.76470275	-31.79535309	-31.67879625	-31.95300614	-32.66000265	-33.53526758	-36.21727766	-35.84824095	-37.25135886	-38.62708309	-40.08518734	-41.61091682	-43.18092803	-44.81438795	-33.99447564	-33.39247099	-33.22194133	-33.39498071	-33.84589561	-34.5505097	-35.51389222	-36.48764127	-37.68923071	-40.47920189	-40.22105038	-41.67048628	-43.04532674	-44.57590351	-46.21747591	-36.34888004	-35.40998302	-34.85206452	-34.63769904	-34.73916039	-35.0782795	-35.63313591	-36.42340255	-38.81968497	-38.28638367	-39.37210768	-40.58055933	-41.79910343	-43.15957708	-44.57324972	-46.06676336	-47.68022867	-38.75092149	-37.55132994	-36.78040182	-36.18181624	-35.98670026	-35.98990198	-36.19093427	-36.65761084	-37.26135336	-38.03462051	-38.96804447	-39.99261667	-40.97581288	-42.16758435	-43.37573551	-44.67585757	-46.09425677	-47.612422	-49.25882195	-41.35932178	-38.75544608	-37.97846288	-37.4602314	-37.25853717	-37.25744191	-37.35294044	-37.7116522	-38.24876439	-38.8824562	-39.75032342	-40.58260518	-41.52759233	-42.58607113	-43.74607881	-44.95185567	-46.28323832	-47.69761655	-49.22230272	-42.13387718	-40.86485411	-39.86808587	-39.17382174	-38.70340824	-38.43545307	-38.35665002	-38.47957299	-38.77990299	-39.1772901	-39.76072393	-40.44544728	-41.22469841	-42.14076703	-43.1008357	-44.14884709	-45.27386818	-46.52263781	-47.87306357	-49.36635209	-51.00804746	-44.58064212	-43.39735988	-41.03805429	-40.34162313	-39.85368593	-39.58855545	-39.5084823	-39.56886045	-39.8004729	-40.17270671	-40.64636222	-41.26250468	-41.99825693	-42.76984811	-43.66060369	-44.64913973	-45.72317342	-46.90950972	-48.16637036	-49.58038269	-51.14032663	-44.12705745	-43.03601579	-42.1719266	-41.48115008	-41.00450297	-40.74126894	-40.58558848	-40.68559644	-40.84370364	-41.15711308	-41.54955044	-42.09350447	-42.74285224	-43.47564752	-44.31193087	-45.23051669	-46.24705478	-47.34380282	-48.57035209	-49.91558717	-51.40924379	-45.1400224	-45.45866482	-43.28922605	-42.5545937	-42.08726104	-41.78879141	-41.68313023	-41.66724941	-41.8154857	-42.10465338	-42.4826644	-42.96885335	-43.54724836	-44.26991119	-45.00839979	-45.88951048	-46.85385658	-47.92404671	-49.10335645	-50.36514739	-51.78899195	-47.47481004	-46.55303443	-44.3497603	-43.77016578	-43.23839167	-42.94196558	-42.74822099	-42.7631004	-42.85533116	-43.11951682	-43.41191506	-43.87392175	-44.39747393	-45.02548921	-45.74987549	-46.58432813	-47.50495464	-48.49865072	-49.63912499	-50.89394918	-52.29259403	-47.27904506	-46.30717917	-45.43671646	-44.8625091	-44.33796072	-44.03845556	-43.83333784	-43.79232929	-43.87305477	-44.077035	-44.36735145	-44.8079703	-45.28266342	-45.88917012	-46.60057505	-47.31080053	-48.19958541	-49.17158116	-50.2636133	-51.48053467	-52.86767676	-48.38968042	-47.34695654	-46.54627072	-45.93625239	-45.44434957	-45.11048107	-44.92629326	-44.89223235	-44.92842612	-45.08495147	-45.37114275	-45.74235937	-46.1932389	-46.74841384	-47.39779075	-48.12719437	-49.02421514	-49.92284559	-51.0007896	-52.16872263	-53.52266119	-49.56914867	-48.53134682	-47.69449129	-47.07360767	-46.57387773	-46.24017303	-47.45717276	-45.9451224	-45.97354467	-46.11831347	-46.35009146	-46.69062535	-47.14741254	-47.67817122	-48.27012482	-48.98195937	-49.8119244	-50.71638754	-51.74433597	-52.93387125	-54.28590008	-50.7762431	-49.73956738	-48.89041171	-48.24424654	-47.73174913	-47.37961779	-47.15491735	-47.05373436	-47.07993255	-47.16882148	-47.39087019	-47.69865124	-48.11333857	-48.62432627	-49.19283631	-49.88472304	-50.67742316	-51.58881357	-52.62175261	-53.78566251	-55.15741389	-51.02486375	-50.13825463	-49.47207351	-48.9392843	-48.57360086	-48.32037476	-48.20184773	-48.17707076	-48.28039212	-48.48439714	-48.75525163	-49.16354528	-49.62738859	-50.19806722	-50.86400296	-51.66309436	-52.56583032	-53.58461495	-54.78602415	-52.36207126	-51.46976205	-50.74302235	-50.2113296	-49.7983632	-49.56598743	-49.39455847	-49.35193667	-49.429022	-49.59359851	-49.867179	-50.22734183	-50.69615982	-51.26976712	-51.92880339	-52.7263057	-53.61028834	-54.64576071	-55.87598397	-52.8713865	-52.13224049	-51.56576857	-51.09696162	-50.81065667	-50.63252914	-50.58951188	-50.63816142	-50.79111052	-51.03516726	-51.39985363	-51.83473745	-52.39934672	-53.05237866	-53.84329506	-54.73906021	-55.82239485	-53.6199375	-52.96582617	-52.47904806	-52.15819818	-51.97559878	-51.88477112	-51.91967237	-52.0447639	-52.29296507	-52.64663182	-53.08693517	-53.64068244	-54.3071736	-55.10402807	-56.0474746	-54.5350437	-53.99023023	-53.66141475	-53.40244284	-53.28881777	-53.27741961	-53.42553475	-53.65751909	-53.9869629	-54.43389494	-54.98791681	-55.6481836	-56.49221557	-55.23628201	-54.98240677	-54.84136854	-54.82260589	-54.92084328	-55.14985965	-55.4574267	-55.89971253	-56.50365751
S42-5.1MHz(dB)	-56.46953205	-55.86759276	-55.44629318	-55.10723264	-54.8794091	-54.77017381	-54.8116223	-54.9093951	-55.19206973	-56.5010056	-55.66087877	-54.96901548	-54.41290024	-53.9733756	-53.81354163	-53.36980158	-53.27947719	-53.27813576	-53.35590866	-53.60510798	-53.95617785	-54.4569827	-56.02380613	-55.08111323	-54.2756987	-53.61902424	-53.05397177	-52.61397047	-52.29710815	-52.00837761	-51.89431244	-52.33146016	-51.91021979	-52.16828864	-52.45939457	-52.90695646	-53.53779079	-55.78824376	-54.72608116	-53.83505197	-53.05972964	-52.40219791	-51.85334353	-51.36816551	-51.04848963	-51.3855237	-50.62003764	-50.54771325	-50.62232822	-50.76912484	-51.04938701	-51.49797504	-52.07340486	-52.81394027	-55.85248496	-54.60942668	-53.6070867	-52.67323653	-51.92789348	-51.25003275	-50.65863021	-50.20383286	-49.82292994	-49.54761135	-49.40482737	-49.37058847	-49.34141824	-49.5049269	-49.75459848	-50.13981922	-50.69596997	-51.41915776	-52.30213412	-54.81963777	-53.56039633	-52.52516502	-51.62011751	-50.89007309	-50.23401745	-49.58005814	-49.11416031	-48.73953011	-48.42699777	-48.31322928	-48.17712568	-48.18061788	-48.28248054	-48.54331997	-48.90212831	-49.42674644	-50.12464914	-50.9408906	-55.12937451	-53.78426322	-52.57862418	-51.57074064	-50.68122685	-49.89194443	-49.19694844	-48.59480061	-48.11165289	-47.6623613	-47.34665741	-47.13228518	-47.01234026	-47.02605729	-47.12611356	-47.34356918	-47.666856	-48.16431559	-48.83466921	-49.68493647	-50.73639609	-54.44113329	-53.29365902	-51.73475475	-50.69366937	-49.77726211	-48.97572418	-48.27740771	-47.62877882	-47.10452623	-46.67672498	-46.30917865	-46.07332112	-45.9566719	-45.89176568	-45.96946271	-46.173639	-46.51175853	-47.01203743	-47.63261051	-48.4712401	-49.49570719	-53.49489785	-52.15127237	-50.97830823	-49.89790159	-48.96258315	-48.13579125	-47.34251508	-46.75778054	-46.17865728	-45.71705127	-45.30879749	-45.02977918	-44.8670824	-44.79895804	-44.86849556	-45.04920384	-45.37417715	-45.84223744	-46.48555293	-47.27689208	-48.31774323	-52.80872252	-52.05545988	-50.27758313	-49.1256357	-48.14308082	-47.28408873	-46.53045233	-45.81983653	-45.22725481	-44.74814165	-44.33997399	-44.02495922	-43.8267877	-43.77120116	-43.7747471	-43.9598488	-44.27965641	-44.76047996	-45.41949325	-46.18955071	-47.17985192	-52.76164005	-51.57204181	-49.62728806	-48.54057568	-47.46908936	-46.56532171	-45.71394877	-45.02008497	-44.36935135	-43.85546095	-43.36565669	-43.0347678	-42.78693286	-42.67941579	-42.69014864	-42.84446305	-43.16399142	-43.60276306	-44.25943024	-45.12090454	-46.15163195	-51.75434894	-50.36020806	-49.04110198	-47.91267469	-46.80448454	-45.87092918	-44.97679054	-44.19093166	-43.50614997	-42.9385249	-42.42406483	-42.07166619	-41.77301043	-41.64531441	-41.66612519	-41.7376902	-42.02652435	-42.50010406	-43.15347209	-43.99533502	-45.09089093	-51.37405116	-49.8827739	-48.53520031	-47.35446481	-46.21710199	-45.20303439	-44.26612879	-43.46746652	-42.71323282	-42.05413575	-41.51810573	-41.09944056	-40.75154597	-40.56490114	-40.51953681	-40.62077327	-40.979554	-41.38302742	-42.07653341	-42.92568072	-44.03568152	-51.10649214	-49.54990307	-48.13506371	-46.87489748	-45.6872493	-44.60639613	-45.07200554	-42.72802784	-41.92349494	-41.20553482	-40.59627002	-40.09344829	-39.740349	-39.52021237	-39.39839905	-39.49256909	-39.78865733	-40.23935412	-40.92201449	-41.84732117	-43.02831301	-50.92413955	-49.32044153	-47.82253369	-46.48098805	-45.23844847	-44.09035204	-43.04293495	-42.0690724	-41.21059124	-40.38969655	-39.7055796	-39.12747976	-38.68979946	-38.40683925	-38.26149595	-38.31755944	-38.58178781	-39.07475741	-39.78825819	-40.77626876	-42.04653629	-49.19952954	-47.62968985	-46.20811494	-44.88267224	-43.65489734	-42.52318058	-41.46510866	-40.4914084	-39.6117476	-38.82995268	-38.17117023	-37.67722683	-37.27502745	-37.09110145	-37.11232028	-37.36594401	-37.8643587	-38.64678311	-39.73361163	-49.23874251	-47.58013492	-46.05722174	-44.64797119	-43.31776098	-42.11894573	-40.93913752	-39.8604629	-38.88276092	-37.9906218	-37.22365743	-36.60280094	-36.13458828	-35.88283696	-35.85448254	-36.10122734	-36.62673152	-37.46536514	-38.64012301	-47.64174498	-46.01958269	-44.54823639	-43.10001584	-41.76993638	-40.50660296	-39.31325799	-38.19989951	-37.20811752	-36.29152889	-35.54488446	-34.9621774	-34.61073106	-34.51924485	-34.74697941	-35.30086755	-36.23642522	-46.18816826	-44.56450873	-43.01885133	-41.56721669	-40.17793424	-38.86166378	-37.61152257	-36.44939637	-35.39297096	-34.48179638	-33.75678561	-33.27334541	-33.09812871	-33.28954833	-33.89412913	-44.77889969	-43.11024834	-41.59784688	-40.01464873	-38.54876702	-37.1508153	-35.80585308	-34.56113244	-33.44178135	-32.52020047	-31.86241049	-31.55794989	-31.69819177	-41.71051515	-40.0553179	-38.42521924	-36.83957076	-35.29811576	-33.82567361	-32.46221992	-31.2781625	-30.36871066
S12-5.1MHz(dB)	-50.94780197	-51.04926271	-51.37921673	-51.73569847	-52.23986802	-52.77987457	-53.50854799	-54.22896641	-55.09220408	-49.20440119	-49.19772096	-49.28321182	-49.5702748	-49.86278963	-51.66545984	-50.79531695	-51.44284611	-52.10578618	-52.8818813	-53.73351333	-54.70162618	-55.78923263	-47.64077085	-47.56848222	-47.65035145	-47.84433381	-48.11396218	-48.51525278	-49.02616141	-49.52976791	-50.2008516	-52.30454363	-51.67251116	-52.59779478	-53.48955236	-54.52650272	-55.73372783	-46.18084501	-46.02113898	-46.04764829	-46.21119623	-46.52695324	-46.87389312	-47.31546796	-47.89309969	-49.8951866	-49.13131867	-49.83084124	-50.67007623	-51.50867269	-52.48048081	-53.52644838	-54.65926962	-55.95499279	-44.77641303	-44.52091961	-44.5654863	-44.63421304	-44.91319904	-45.25418285	-45.63939668	-46.16975087	-46.74247398	-47.38944552	-48.13544353	-48.95249637	-49.69977423	-50.62015063	-51.55451791	-52.60552765	-53.77604314	-55.05581147	-56.4652359	-44.74447609	-43.01074838	-43.0984545	-43.31681523	-43.70657071	-44.15715452	-44.59004822	-45.16283771	-45.81195283	-46.48621712	-47.32141304	-48.07818848	-48.90592596	-49.82005001	-50.80751529	-51.84379042	-53.00353456	-54.23123767	-55.57304592	-41.68768099	-41.50020453	-41.52122954	-41.75347855	-42.10243019	-42.53621856	-43.02803309	-43.6128152	-44.27036644	-44.92248893	-45.66814065	-46.45696772	-47.27462345	-48.19996519	-49.12261033	-50.11362764	-51.16465992	-52.30415283	-53.54130668	-54.92077063	-56.41672593	-41.7581986	-41.66657038	-40.18829194	-40.49947984	-40.92672605	-41.46358291	-42.07342731	-42.71140083	-43.41567209	-44.17427604	-44.94145569	-45.77548096	-46.67262934	-47.56098425	-48.50489362	-49.51572527	-50.58969559	-51.75075613	-52.97975621	-54.35941142	-55.84350095	-38.40731813	-38.55965793	-38.9042981	-39.31870546	-39.85760968	-40.51358497	-41.14937038	-41.94965635	-42.69627042	-43.49632861	-44.29528315	-45.17450507	-46.08474105	-47.02758851	-48.00687128	-49.03119289	-50.13150517	-51.28423203	-52.53456014	-53.89158122	-55.38104292	-36.82062269	-38.84571265	-37.67177225	-38.1490296	-38.82493326	-39.55607953	-40.36646483	-41.14864827	-41.98777115	-42.88251002	-43.76612646	-44.67606583	-45.61479001	-46.63057663	-47.5923658	-48.67318829	-49.79003797	-50.97439441	-52.24973127	-53.57642467	-55.01928394	-37.01365866	-37.60539444	-36.45853308	-37.26441317	-37.9777677	-38.82484365	-39.65756913	-40.57563982	-41.46728303	-42.42092999	-43.2997743	-44.27894896	-45.24350602	-46.249941	-47.28422393	-48.3603088	-49.51026405	-50.68918225	-51.98120531	-53.3670021	-54.87976137	-33.81012355	-34.60160188	-35.37787723	-36.34057319	-37.19211028	-38.15783133	-39.07929678	-40.03634037	-41.00381054	-41.99777324	-42.95762561	-44.00013778	-44.98669501	-46.02656773	-47.13211675	-48.17541755	-49.31614619	-50.54013664	-51.83782704	-53.19587349	-54.70884034	-32.43667687	-33.39427462	-34.4396672	-35.51797129	-36.55093583	-37.58704854	-38.6271519	-39.69353125	-40.69864522	-41.70969699	-42.74889587	-43.80179318	-44.81692531	-45.88426555	-46.95940492	-48.0784683	-49.33832888	-50.48921725	-51.80732999	-53.19670406	-54.71928828	-31.25189644	-32.48680371	-33.69761819	-34.92646356	-36.07830803	-37.2177786	-40.21102874	-39.4211186	-40.49903743	-41.55860478	-42.61638095	-43.67298964	-44.77060989	-45.87056575	-46.94111764	-48.09089331	-49.31536864	-50.53584313	-51.85431131	-53.29296687	-54.85477134	-30.31145976	-31.83535174	-33.20985704	-34.54410989	-35.81519835	-37.02766672	-38.20004376	-39.33207796	-40.48050279	-41.54172157	-42.6373224	-43.71756347	-44.81198434	-45.9331091	-47.03882295	-48.21478784	-49.41383442	-50.7058999	-52.04821278	-53.51409782	-55.15193216	-31.52809207	-33.03571466	-34.4659799	-35.78980001	-37.05151478	-38.25954472	-39.42932667	-40.5644091	-41.67640468	-42.78260681	-43.87952304	-45.02077355	-46.12283987	-47.27042646	-48.45015831	-49.69543673	-50.9821898	-52.38202494	-53.91685981	-31.66798965	-33.26384884	-34.69433164	-36.04190346	-37.30972947	-38.5526084	-39.69922397	-40.84455778	-41.9729986	-43.07662538	-44.19850549	-45.32632555	-46.45284255	-47.6185337	-48.82194108	-50.0831087	-51.42200246	-52.85482685	-54.39841252	-33.82908331	-35.24035349	-36.60746314	-37.81066484	-39.01634186	-40.17458067	-41.31364917	-42.43220875	-43.56334754	-44.6606012	-45.79632686	-46.92786465	-48.11614502	-49.34495003	-50.61711562	-52.01312252	-53.4964635	-36.20944016	-37.42479461	-38.58992453	-39.73736911	-40.86466315	-41.96992565	-43.07548365	-44.17310863	-45.28184254	-46.41445475	-47.57345284	-48.77102166	-50.02109984	-51.33763168	-52.76136014	-38.5811438	-39.65156366	-40.79512214	-41.78713238	-42.85047101	-43.92649148	-44.99724572	-46.09905746	-47.22145253	-48.39162157	-49.59681151	-50.86154582	-52.23827912	-41.99036923	-42.97221366	-43.96886967	-44.98841527	-46.04154295	-47.12285811	-48.23917302	-49.42234868	-50.65561725
